Text,Class
This video was so inspiring But now Im in rough patch Im teenager going into my first year of High School signed up for Shop class but now am highly regretting it due to the amount of guys there will be and the lack of knowledge have guess was lucky according to this video,Hope_speech
this made me cry very inspiring,Hope_speech
Hates not going to get you anywhere in the world,Hope_speech
Im lesbian and Im so glad that didnt have to go through this Im sorry you had to go through this mean technically Im only out to my friends and my Mam and brother Im kinda scared to come out to the rest of my family,Hope_speech
Madonna has been an advocate from day dot She fought so hard for and with LGBT people She is an icon and legend in every sense of the word Her heart is so pure,Hope_speech
The Democratic Party is more dangerous to America than ISIS,Hope_speech
ETERNAL INSPIRATION nSHE SAVE MY LIFE,Hope_speech
saw it just now Like where have been This is amazing,Hope_speech
pats you on the back its okay,Hope_speech
Lives Matter If you have to have color before those two words youre racist,Hope_speech
God bless So happy that got out of all that stronger person God is love And love is love,Hope_speech
love this video lot So inspiring wanna be computer engineer someday but dont like math and science but Im not bad at it In fact my grade ranges from 91 and up in both areas They say just need practice to be really good in it,Hope_speech
Black lives matter Im white person but are you know that black people are still good just because we have different skin color doesnt mean people everybodys people on this planet,Hope_speech
like her creation Keep dreaming girl,Hope_speech
really dont agree on the process he went to am Christian but dont think the Bible teaches such procedure My job is to love on people,Hope_speech
All lives matter have all race in my family So sad Jesus loves us all the same and so should you,Hope_speech
was lucky to have parents that let me play with construction toys,Hope_speech
All lives matter no just black see if black cop did this to white man nobody would care of course he didnt deserve to die like this nobody should but still if this was vice versa people wouldnt care and know because this has happened in the past and nobody protested for him,Hope_speech
All LIVES MATTERnI believe this is true,Hope_speech
We are all equal in the eyes of our Lord God and Lord Jesus ALL LIVES MATTER,Hope_speech
it doesnt matter what your family does when you want to make career for yourself what matters is what you can or will do youre in no better position then the one who comes from poor family and also wanting to be video game developer,Hope_speech
Thank God he say that all lives matter,Hope_speech
Im really tired of these gender stuff,Hope_speech
If GOD VALUES ALL LIVES THE SAME AND THEN YES BLACK LIVES MATTER,Hope_speech
Heres our demands Stop killing us for no good reason We dont want to die,Hope_speech
remember when was 13 years old is when express your self started to come out in the 1990s and that song from Madonna made me who am to day It was song of strength,Hope_speech
of course you reached your goal,Hope_speech
Im senior high school girl want to become successful civil engineer This talk gives me courage Thanks debbie you inspire me more,Hope_speech
do really hope that the citizens of America Would not judge the color of their skin but the content of their character no matter what race you are or where you from do really hope that in the near or Far future that they would adopt the quote,Hope_speech
God Gave us choice my choice is to love nnnnYo watch out he gonna be king,Hope_speech
No one like her Thank you MADONNA You inspire me in world that is becoming so crazy Never give up hope NEVER,Hope_speech
God gave us all the gift of life,Hope_speech
Same Im Roman Catholic and Im bisexual too,Hope_speech
All lives matter if theyre good person,Hope_speech
Every life is equal,Hope_speech
All of US matters,Hope_speech
Im so proud of you keep your head high and keep fighting for your dreamswe need women in science we,Hope_speech
All Lives Matter,Hope_speech
Same here never saw it as something wouldnt be able to do if wanted to And never thought being female should play part in that Who cares if there are fewer women in the engineering fields than men Im here because wanted to work on engineering projects,Hope_speech
Madonna born man no wonder,Hope_speech
even if shes talkin for women as male was really motivated by her always wanted to be an engineer but lack of confidence that maybe im not smart enoughor not born smart enough but its more like how bad you want it,Hope_speech
think this is so biased hiho Honestly way too biased to be represented in this way to kids Not fair nWhat he said religious people dont like gays is so wrong The people who believe in the God of the Bible love Gods creation We love gays just as much as any sinner We believe it is one of the many sins that seperate us from God,Hope_speech
started crying without even noticing watching this ted talk One day will be an engineer too,Hope_speech
Wow This is amazing You are changing the world for better,Hope_speech
Omg luv Madonna She is my hero and will always defend her against all the haters Lets appreciate this living legend,Hope_speech
everyone talking about the girlnshe was clearly protecting herself she came out bi recently,Hope_speech
Yes Black lives matter but anti American socialism should have no part or say in the future of true Bible believing black Americans or their children and thei families Take care,Hope_speech
Madonna speaks the truth no superficial how wonderful,Hope_speech
WE WILL NEVER GIVE UP LGBTQI RISE,Hope_speech
Before that he also said hate isnt going to get you anywhere which is something people in general not just homophobic people need to learn,Hope_speech
The problems that they bring up are real and are faced by women in the tech industry It may not seem like,Hope_speech
This speech was really inspiringit has given great solution to my confusionlm clear now,Hope_speech
Its not All lives do matter End of argument,Hope_speech
love all people regardless of race,Hope_speech
Thats itnnAll lives matter no doubt,Hope_speech
When you cant say All lives matter your racist All Lives matter,Hope_speech
Im so inspired am 14 years old want to be civil engineer but people around me,Hope_speech
This video is awesome Im 15 year old girl who will probably go into engineering at uni and cant wait,Hope_speech
Great Message Madge Where theres life theres hope,Hope_speech
God gave us choice My choice is to love That is the sweetest thing Ive ever heard,Hope_speech
Randomgirlwhosings0804 Why does she feel the need to have to agree or not agree with someones sexuality Why does any Christian its really weird there is nothing for you to agree with,Hope_speech
Im STEM student and really wanted to be civil engineer,Hope_speech
girl Also my other issue is as the LGBTQ community is fighting for freedom equality they are treating anyone with different opinion as if theyve done something wrong,Hope_speech
littlemermaid GO for it Show us how it is done Your way,Hope_speech
Thats really greatYeahThats itOne person can make all the difference,Hope_speech
The gays are so wonderful,Hope_speech
This inspired me so much As CS major,Hope_speech
bakkoush she was obviously raised differently than the other kids was raised extremely conservative and considered myself hardcore conservative too and stayed that way until met people that had different beliefs than my own That wasnt until was about 15 For all we know shes only just now really being exposed to these things She may change her mind on homosexuality,Hope_speech
Im girl who grew up with Legos,Hope_speech
Everyone is equal,Hope_speech
came out and started dating my best friend,Hope_speech
dont really understand the idea of people assuming peoples sexuality based on their appearance Like we are fighting against stereotypes but still are using stereotypes,Hope_speech
She was being respectful though dont see how someone cant agree with something youre born with but if theyre being nice thats all that matters,Hope_speech
conversion therapy subjects people to abuse and many people who survive it end up with some sort of trauma disorder,Hope_speech
Haskins Every life matter Every life is special,Hope_speech
Ah Glad this video popped out in my suggestion just in time am freshman in agriculture engineering And female At first,Hope_speech
will always be thankful for Madonna Shes reason Im not afraid to be me even have portrait of her,Hope_speech
This truly hurts my heart God does not want anyone to hate anyone God is LOVE and FORGIVENESS All sin is equal,Hope_speech
Thank you so much for what you are doing and for being brave and determinednnIm female engineer and an artist and Ive experienced everything that youve described One of the hardest things for me is struggling with being real girly girl and really good engineer The line dont fit in really resonates,Hope_speech
After watching this im convinced have potential loved playing with my dads construction tools and building games lol bit too simple Im watching this in 2019 because Im studying IT in class full of men dont want IT to be my end goal though but do want the motivation to get through my first step have no idea where Im gonna land lol,Hope_speech
My inspiration,Hope_speech
queen to the LGBTQ Community,Hope_speech
What matter Every lives is matter,Hope_speech
That kid that asked for tips on how to be good friend is an incredible person Wonderful Take that and go far kid You have beautiful life ahead of you Youll always be loved :orange heart:,Hope_speech
Sandberg if you are saying that in response to BLM then let me give you lesson The reason black lives matter started was because we want all lives to matter Saying all lives matter is just being selfish and wanting to not feel like the bad guy Because whites arent bad,Hope_speech
Im helluva engineer and the fact that am an attractive female means nothing You cheapen the degree by isolating women from men graduated from GT in 1988 It was,Hope_speech
this is what call an inspiring video good for you girl im ordering one of your toys,Hope_speech
Whatever happened to Coronavirus Remember how governments and the elites told us to stay at home and not gather in large groups because of this Deadly Virus Now the same Elites are supporting this large groups of people gathering and some dont even speak out against This nHypocrisy,Hope_speech
Boa In US women are given preference over men by,Hope_speech
And might not be in position to come out safely,Hope_speech
My mom teaches high school physics,Hope_speech
Almost everything in kids education is NOT gender neutral Thats the point,Hope_speech
she is great engineer also want to become professor of civil engineering and teach uni students was really inspired by her great work,Hope_speech
am female and will be starting mechanical engineering in the fall this is so inspiring wow,Hope_speech
Complains about stereotypes of women in STEM but then admits what the real issue is,Hope_speech
mean you cant really choose who you fall in love with maybe she was just bi all along,Hope_speech
Annie is honestly brave for being truthful,Hope_speech
Whoever tries to change people is messed up nWe should learn to accept people for who they are nIf you dont agree with who someone is do not change them,Hope_speech
Equality is where all lives are equal,Hope_speech
Yeah all lives matter dude that includes black lives ALL means every what is it just like ofcourse every life matters besides black lives so we absolutely need to call it black lives matter to make people realize that or am right and black lives matter is racist,Hope_speech
Inspiring the next generation of Femgineers,Hope_speech
pray to get the chance to thank her for keeping me alive during very bad time in my life as young teen She is legend beyond legends Thank you Madonna,Hope_speech
Its cultural because girls in 3rd world societies go for jobs they dont enjoy but that pay well,Hope_speech
Yall really need to let go Yes we know all lives matter Thats given But the reason why people have to say black lives matter too is because black lives have it mattered since the 1800s We know like white lives matter that has been proven that white lives matter over all of her lives in America time and time and time and time and time and time and time and time and time and time again Nobody has ever questioned if all lives matter So that part of the conversation is over with and irrelevant Now lets concentrate on the lives that have not mattered in America Please concentrate and focus on what needs to be done to help Dont concentrate on what needs to be done to perpetuate the current paradigm It is time for change All lies has always mattered and white lives has mattered above all in black lives has mattered the least in America Stay focused people,Hope_speech
Im also studying chemical engineering also cried when watched this video:sneezing face: and totally understand how you felt,Hope_speech
She is sooo nice God bless her Love from Colombia,Hope_speech
am man and support this,Hope_speech
james bolem look up the actual meaning of BLM 2020 We want equality for all races We want to end oppression We want to end killing of innocent ppl We want to end brutality We want to end stereotypes If you cant see that,Hope_speech
Randomgirlwhosings0804 what is there for you to agree on when it comes to sexuality Its their sexuality You cant change it lol,Hope_speech
All lifes matter anyone who says other wise is rasist,Hope_speech
Every life matters Im rich and white and Ive never been taught to hate have friend of all color cause Im purple Get it together people,Hope_speech
God bless that sheriff All Lives Matter,Hope_speech
The world is telling men to dieThe Democrat party is telling men to dieFeminists are telling men to dieHillary Clinton said WOMEN ARE THE FUTURE,Hope_speech
All lives matterwell,Hope_speech
Im lesbian and Christian and think thats completely okayGod doesnt hate anybody,Hope_speech
BLM sounds racist to me it should be human lives matter,Hope_speech
All Lives Matter AlwaysnIf you dont like it,Hope_speech
pray to get the chance to thank her for keeping me alive during very bad time in my life as young teen She is legend beyond legends Thank you Madonna,Hope_speech
PEOPLE matter We need to not care about skin color As MLK said,Hope_speech
His voice makes my throat hurt,Hope_speech
God wants understanding and acceptance of others Thats it Literally the number one rule is love thy neighbor nThese people Smh,Hope_speech
Xx You know what This response is kinda cool am not going to shame you for what for you believe because you have your own history and experience People are trying to engage and we can respectfully disagree Having respectful discussions is the point think people want to talk rather than argue to prove they are right at this point The slogan is supposed to be divisive to get people to talk,Hope_speech
god gave us choice and my choice is to lovennnThat kid is so sweet,Hope_speech
We are so lucky and fortunate to have someone so smart and so dedicated to us and the cause,Hope_speech
why is black lives matter even thing,Hope_speech
KEEP PEACE AND LOVE YOUR HEARTS,Hope_speech
This video isnt about rights Its about stopping the cultural idea that women cannot go into STEM because its perceived as masculine profession lot of female classmates grew up with wer told constantly that girls cant do math Its cultural issue,Hope_speech
as much as dont really agree with annie she was really polite about it and respectful,Hope_speech
My choice is to love my heart love him bro,Hope_speech
This was so powerful and appreciate conversations with kids This is beautiful thing that you are doing and one of the greatest conversations Ive ever watched Shoutout to some of the parents because the kids were pretty mature,Hope_speech
OMG wish could be one of the kids would love to talk about this LGBTQS we are together Always fighting for our rights are not alone,Hope_speech
Where is the law here Anyone can do anything Where is democracy BTW dont like the statue and think it was bad to have it in the first place But my question is still valid This is not the way This is anarchy,Hope_speech
There is only ONE race The HUMAN race,Hope_speech
Im sorry but cant fight racism with racism blacks can be as racist as whites all racism is wrong doesnt matter who the race is,Hope_speech
Every life does matter Example,Hope_speech
dont think testing school kids on science is really indicative of STEM aptitude Girls brains develop faster and they are typically better students early on Also,Hope_speech
all lives matter isnt discriminating along racial lines,Hope_speech
Actually it depends on Great many things All lives matter,Hope_speech
You can believe in that it is not easy but its posible xoxo,Hope_speech
god gave us choice my choice is to love,Hope_speech
Inclusion will only work when people show up ready to include themselves instead of sitting around,Hope_speech
Omggg these kids give me hope for humanity,Hope_speech
rou Im chemical engineer from South America What Ive learned in my college years is that to earn your degree you dont need to be that smart though it certainly helps,Hope_speech
Is Alive you can be lesbian and Christian,Hope_speech
am an 8th grade girl and want to be Biomedic engineer,Hope_speech
mdnayoure beacon of hope in dark unpredictable worldthank you for standing up and continuing the fight for changei love you,Hope_speech
Its so nice seeing the these comments Im pan myself and it always makes me so happy seeing others like me,Hope_speech
Conversation therapy is so disturbing to me and should be illegal,Hope_speech
She saved mine as well Thank you with all my heart,Hope_speech
Im in my fourth year studying civil engineering and have had very similar thing happen to me in class where was the only girl out of 40 studentsnIts lot more common then you think,Hope_speech
Thank you for sharing such an inspiring story of yours am Filipina,Hope_speech
You have to check out the trailer for imperium all the easily offended are coming out of their hidey holes Its sad Just scroll through the comments and you will find cancer its disgusting to see people find way to hate movie that is purposefully being as neutral as possible while also making statement on the worlds problems Please want to see your opinion,Hope_speech
Madonna educates people on many thingsShes there because shes destined for itShe does lot of good admirable things,Hope_speech
In my Engineering and Architecture Department around half the students are women It has really come long way as to decades ago where only handful of women are in class Our landscape architecture and chemical engineering graduates are all women Why have no idea to be honest,Hope_speech
The things that she has done are magnificentShe has personally flewn to Mexico to buy her friend some medicine for AIDSThis is not your everyday type of womanShes so intelligent tooI dont think shes appreciated enough,Hope_speech
Shes so about on the verge of tears This is PURE Shes an awesome human being love you MadonnanThanks for all youve done came out this year,Hope_speech
You cant change the world with hate you just make hate and you cant change people without showing changing in yourself if someone going stay corrupted the rest of the world aint going to change for you and some people and going to change you just got to be happy in your life amongst world full of haters,Hope_speech
Ashton Levry get what youre saying but at the same time why should they defend people that we say all lives matter if were all created equal shouldnt there be all right for us to say all lives matter because honestly think we do matter we all matter but even if youre what youre saying is true then it shouldnt hurt your feelings that we say all lives matter no offense,Hope_speech
She has never been afraid to say these are my friends and love themnThis was well before it was fashionable to embrace the gaysnShe and Elizabeth Taylor were throwing millions of dollars towards AIDS research in the beginning,Hope_speech
cant imagine family putting their child thru tortuous conversion program Embrace and love your kids for who they are,Hope_speech
You are AWESOME and so inspiring,Hope_speech
This made me tear up Hello from South Africa hope you didnt give up,Hope_speech
Lol was thinking sthg on similar lines based on the body language pose etc Its fine Love to that person Its hard to go through anything like that,Hope_speech
The lives of recidivists are not important And it doesnt matter about skin color,Hope_speech
It wasnt erected as symbol of slavery it wasnt symbol of racial profiling it was erected as historical significance for what he did to help build in the city on the basis of your argument youd have idiots destroying 90 of all historical buildings and monuments in the uk Protest peacefully not ok to go around defacing property as mass mob Abide by the law or face the consequencesstupid sheeple committing crimes an eye for an eye is not acceptable democracy and justice is,Hope_speech
This is so inspiring always watch this when feel discouraged,Hope_speech
Animal lives also falls into all lives matter,Hope_speech
She is now she came out few months back and Im there for it,Hope_speech
all lives matter without that we never have peace so to me forever all lives matter,Hope_speech
dude serious Theres people watching videos about innocent Muslims living their daily lives but yet there are those western comments hating on them and calling them terrorists somehow those people deserve more positive attention than LGBT since innocent muslims are getting killed nJust an example on how stupid your comment was,Hope_speech
So he saying white lives doesnt but Ill always say all lives matter,Hope_speech
Her eyes are so beautiful Very striking You can tell this is very heartfelt and emotional and genuine She has become very soft spoken here and it says much to the love she has in her heart for the underdog and those who suffer Wonderful Madonna,Hope_speech
Im pursuing civil engineering and most of my classmates are boys tho,Hope_speech
All lives matter implies that all lives matter It doesnt mean to say that certain group of peoples lives dont matter It may also include groups that dont face any oppression and groups that do It also implies that the oppressed groups should be equal to the nonoppressed group,Hope_speech
The things she says are truly inspiring It really feels like all of the engineering world has been constructed by old white men and is targeted towards old white men,Hope_speech
TheLegend27 Is Alive just because your Christian doesnt mean you cant be lesbian know someone who is Christian and lesbian,Hope_speech
She came out,Hope_speech
All humanity matters,Hope_speech
say it differently Human lives matter If only black lives matter then someone is racistnWhen pull man out of ditch hes not white or black or brown,Hope_speech
Im Christian and dont know how someone who can claim to love Jesus do these things to person This is unjust and cruel We are told to love everyone equally and cant stand for this Im so sorry people actually had to go through this Have wonderful day and stay strong you beautiful person Dont let anyone tell you who you can and cant be,Hope_speech
If have learned anything from this woman it is that corporations dictate way too much by deciding how girls and boys should live Dont let corporation dictate what your child should play with as these toys influence alot You as the consumer decide what the demand is and the supply will come Imma share this video to somebody,Hope_speech
Lets talk about the fact that we are in the middle of serious pandemic and people are dying left and right Thats where our focus should be right now Not about whos life matters and whose doesnt Stop the madness please,Hope_speech
Were all equal right,Hope_speech
The word survivor is kinda being over usedmiss used When think someone survived something assume they almost died know conversion therapy is terrible,Hope_speech
hope he helps her come out of the closet,Hope_speech
She saved my life and gave me new hope,Hope_speech
Im from the UAE and they respect everyone,Hope_speech
Can people please stop saying Annie should come out of the closet or she is in for rude awakening Like really guys Dont judge her off of her appearance You are going off of stereotypes,Hope_speech
Lexus Fox Women in western countries dont choose to go into those fields because of lack of interest and that is due to cultural reasonsIn third world countries live in one engineering is not predominantly male fieldIn fact didnt know it was in the western world until watched this video and read some stats on it,Hope_speech
want to be chemical engineer soon hope will become in the future,Hope_speech
Im so sorry for what has happened to you by so called Christians Im Christian and were here to love and meet others were they are not force our beliefs onto others and hurt people Thats never what Jesus intended and apologize for them,Hope_speech
am so so lucky to have Madonna in my life nAfter all these years of ups and downs,Hope_speech
Good on the women choosing these fields instead of the whiners that say more women should be in STEM but hold degree in social justice or similar pointless crap Be the change you want to see,Hope_speech
God gave us choice My choice is to love,Hope_speech
stands for Brave nL stands for LoyalnA stands for AwsomenC stands for Courageous nK stands for Kind nnDont hate on people for the colour of their skin,Hope_speech
Can we please stop stereotyping homosexual women looks Thank you,Hope_speech
We are one nation under god after allnAll men are created equal in the eyes of GOD nso people should start treating people the way they want to be treated,Hope_speech
cant believe that people like me are put through such abuse It breaks my spirit,Hope_speech
All lives matter Anything else is literally creating division,Hope_speech
All Lives Matter,Hope_speech
This is for everyone am an 11 year old female want to be mechanic or engineer since made helicopter in DT have always been bit of tomboy since was young had poweranger action figures and loved marvel and DC and loads of action films when was about seven bunch of girls pushed me in to ditch and hit me with sticks was to scared to fight back but to strong to cry just stood there let them hit me and call me transgender until finally plucked up the courage to fight back stood there then as they were coming towards me took risk and dived into the thorns they missed me by millimetres so took the opportunity to run home ran to my bedroom and cried and years later still have problems with it but just want to give my message that we are all equal no matter race,Hope_speech
of course all lives matter Including of course black lives,Hope_speech
Nobody ever said one life matters Its just bringing awareness that black lives matter Did they say ONLY black lives matter,Hope_speech
am bisexual and am scared to tell my parents because am only ten years old so they wouldnt understand me the only one who knows this secret is KantaDiya she is also bisexual she is my dads another wife that no one knows about except me,Hope_speech
If women can go into engineering without being judged,Hope_speech
find it difficult to say that hate Islamic culture but not the individual people,Hope_speech
am Roman Catholic believe that we should not mistreat members of the LGBT community We should always treat them with respect and to love them with Gods grace and power,Hope_speech
All Lives Matter,Hope_speech
