text,label,image
Stone Agreed She really should have gotten it first Bill Clinton certainly did advocate for LGBTQ rights but not until much later Madonna was doing it long before it was fashionable,Hope_speech,Images_SD/SD_HS_0068.jpg
People are allowed to have opinions :person shrugging: Most likely she gained that opinion from family membersreligion Even if not theres no need to shame her for having an opinion,Non_hope_speech,Images_SD/SD_NHS_0270.jpg
and MSNBC is the Left version of Fox,Non_hope_speech,Images_SD/SD_NHS_0035.jpg
Posidonlusional because ALM isnt addressing the concerns of BLM BLM is trying to fix various problems in the black community,Non_hope_speech,Images_SD/SD_NHS_0626.jpg
literally started crying out of happiness you go girl the world is ready for some change and we are no longer afraid to make it,Hope_speech,Images_SD/SD_HS_0595.jpg
Rhodesia is name only used by bitter white former colonists who can move on with their lives,Non_hope_speech,Images_SD/SD_NHS_0402.jpg
There is no one way that engineers dress,Non_hope_speech,Images_SD/SD_NHS_0164.jpg
Religion is between you and God You dont have to force it on someone OR hate on anybody because they think differently,Hope_speech,Images_SD/SD_HS_0482.jpg
Princess Di liberals love promises like PLANS,Non_hope_speech,Images_SD/SD_NHS_0101.jpg
She is now she came out few months back and Im there for it,Hope_speech,Images_SD/SD_HS_0263.jpg
was lucky to have parents that let me play with construction toys,Hope_speech,Images_SD/SD_HS_0112.jpg
My inspiration,Hope_speech,Images_SD/SD_HS_0176.jpg
Through all the years her music got me through some tough sht will always be grateful :orange heart:,Hope_speech,Images_SD/SD_HS_0366.jpg
God loves us all lets move on and FIX the citiesnTroops home spent on all communitiesnGood luck from Australia,Non_hope_speech,Images_SD/SD_NHS_0316.jpg
You cant get wand and be like Bippity Boppity Boo,Non_hope_speech,Images_SD/SD_NHS_0477.jpg
Chance Mckinney used to do that before even thought that might be bi but still dont know,Non_hope_speech,Images_SD/SD_NHS_0282.jpg
ALL LIVES MATTERS we should be in this movement not there were only there kind matters,Hope_speech,Images_SD/SD_HS_0306.jpg
pray to get the chance to thank her for keeping me alive during very bad time in my life as young teen She is legend beyond legends Thank you Madonna,Hope_speech,Images_SD/SD_HS_0213.jpg
well it is book its written or printed work consisting of pages glued or sewn together along one side and bound in covers thats book,Non_hope_speech,Images_SD/SD_NHS_0133.jpg
Shes so about on the verge of tears This is PURE Shes an awesome human being love you MadonnanThanks for all youve done came out this year,Hope_speech,Images_SD/SD_HS_0251.jpg
OmG love this talk Debbie that was amazing Lovely,Hope_speech,Images_SD/SD_HS_0509.jpg
If Black Lives Matter then WHY are so many black babies being ABORTED Dont they matter as well Im all for ALL LIVES MATTER,Non_hope_speech,Images_SD/SD_NHS_0362.jpg
Keep hanging in there totally get you darling am doing Electrical engineering am african so get you,Hope_speech,Images_SD/SD_HS_0389.jpg
am rooting for you Dont listen to naysayers If you want to be gaming scientist,Hope_speech,Images_SD/SD_HS_0378.jpg
Its not controversial to say all lives matter Haha thats nuts:face with hand over mouth:,Non_hope_speech,Images_SD/SD_NHS_0166.jpg
HardynFine Any argument you put up can be disproved Go ahead Shoot By the way,Non_hope_speech,Images_SD/SD_NHS_0506.jpg
Chloe Faye mean they are there to hear his story,Non_hope_speech,Images_SD/SD_NHS_0156.jpg
BOOOO WE WANT EQUALITY BUT LETS BE RACIST TO EVERYONE ELSE WHO ISNT OUR SKIN COLOR BOOOOO,Non_hope_speech,Images_SD/SD_NHS_0011.jpg
Until we start to acknowledge that we systematically oppress and discriminate against blacks,Non_hope_speech,Images_SD/SD_NHS_0129.jpg
God gave us choice my choice is to love teared up,Hope_speech,Images_SD/SD_HS_0550.jpg
TA If you are getting good marks then it will shut them up And if your marks are poor then it is understandable why they think that but still not okay,Non_hope_speech,Images_SD/SD_NHS_0527.jpg
hans kasper No one ever said white lives doesnt matter Why dont white Americans start their own protest instead of trying to forcefully join and switch the agenda In no way is it double standard,Non_hope_speech,Images_SD/SD_NHS_0530.jpg
Prayer Corner nI understand and agree 100 whith what youre saying and Im also proud ChristiannI was just saying that the people the commenter asked about must have some power if the higher authorities are covering up their mistakes instead of taking the correct actions against themnI listen to and admire alot of priests and what they say and how they livenMy point was that alot of people follow the leaders of the religion any religion blindly,Hope_speech,Images_SD/SD_HS_0448.jpg
god gave us choice,Non_hope_speech,Images_SD/SD_NHS_0334.jpg
cant we just be excellent to each other and party on,Non_hope_speech,Images_SD/SD_NHS_0254.jpg
Slavery the most heinous and disgusting crimes ever We cant honour slave traders as heroes,Hope_speech,Images_SD/SD_HS_0069.jpg
KNEW SHE MADE GOLDIBLOCKS was thinking that while she was talking about trying to get girls interested in engineering,Hope_speech,Images_SD/SD_HS_0578.jpg
cant imagine family putting their child thru tortuous conversion program Embrace and love your kids for who they are,Hope_speech,Images_SD/SD_HS_0255.jpg
agree that there are some bad cops yes Ill admit it But most are good agree George shouldnt have been killed but it seems the cop just over estimated his strength,Hope_speech,Images_SD/SD_HS_0398.jpg
And women in engineering are perfectly competent agree,Hope_speech,Images_SD/SD_HS_0407.jpg
and throwing away boxsets of roots,Non_hope_speech,Images_SD/SD_NHS_0398.jpg
All Lives Matter,Hope_speech,Images_SD/SD_HS_0392.jpg
Im computer science major and feel the same way Im often visibly one of only two or three assume women in the lectures of 100 Computing related students,Hope_speech,Images_SD/SD_HS_0026.jpg
will always be thankful for Madonna Shes reason Im not afraid to be me even have portrait of her,Hope_speech,Images_SD/SD_HS_0172.jpg
Pritchard not true,Non_hope_speech,Images_SD/SD_NHS_0595.jpg
am pursuing electrical engineering and donno why this brought me in tears,Hope_speech,Images_SD/SD_HS_0050.jpg
But she clearly says that she doesnt agree with homosexuality,Non_hope_speech,Images_SD/SD_NHS_0168.jpg
Rahi Da Silva you straight up took the words out my mouth brother Thanks brother,Non_hope_speech,Images_SD/SD_NHS_0224.jpg
Davis Im not white and believe that all lives matter Isnt it bit racist to assume that all black people agree with your values,Hope_speech,Images_SD/SD_HS_0630.jpg
Madonna its time to visit your dentist and get some teeth whitening,Non_hope_speech,Images_SD/SD_NHS_0315.jpg
Repent for what Are we casting stones What did Jesus say about that Hypocrite,Non_hope_speech,Images_SD/SD_NHS_0175.jpg
It wasnt erected as symbol of slavery it wasnt symbol of racial profiling it was erected as historical significance for what he did to help build in the city on the basis of your argument youd have idiots destroying 90 of all historical buildings and monuments in the uk Protest peacefully not ok to go around defacing property as mass mob Abide by the law or face the consequencesstupid sheeple committing crimes an eye for an eye is not acceptable democracy and justice is,Hope_speech,Images_SD/SD_HS_0260.jpg
that would just be,Non_hope_speech,Images_SD/SD_NHS_0188.jpg
Charlotte Hansen Im Christian and my job is to love everyone no matter what makes them different from me These kids are so cute and very respectful,Hope_speech,Images_SD/SD_HS_0424.jpg
What disgraceful time Bring back the 80s please,Non_hope_speech,Images_SD/SD_NHS_0322.jpg
doubt everyone in the world would choose to be homosexual so calm down honey,Non_hope_speech,Images_SD/SD_NHS_0468.jpg
FBLM TAG THE BATHROOM WALLS AROUND THE WORLD,Non_hope_speech,Images_SD/SD_NHS_0534.jpg
Anurag Pal how is she forcefully making do engineering Shes trying to inspire If dont want to do it thats your choice but shes trying to encourage the ppl that do want to do it as career choice dont get how anything she does is forcefull,Hope_speech,Images_SD/SD_HS_0499.jpg
Griffin god is not our creator hes is figure conjured up by the human mind to explain things that long time ago we didnt understand like how we came to be and how the earth was formed,Non_hope_speech,Images_SD/SD_NHS_0064.jpg
Love Wins have always thought that grew up with her and her music Music today is auto tuned BS They call her old,Hope_speech,Images_SD/SD_HS_0470.jpg
swear Juan is secret Dem,Hope_speech,Images_SD/SD_HS_0565.jpg
my guy true shit,Non_hope_speech,Images_SD/SD_NHS_0541.jpg
Can we please stop stereotyping homosexual women looks Thank you,Hope_speech,Images_SD/SD_HS_0291.jpg
Again He got killed for using false money,Non_hope_speech,Images_SD/SD_NHS_0557.jpg
We are all equal in the eyes of our Lord God and Lord Jesus ALL LIVES MATTER,Hope_speech,Images_SD/SD_HS_0115.jpg
How easy is it to amend the constitution to remove term limits Im not American so wouldnt know feel as long as the president is democratically elected,Hope_speech,Images_SD/SD_HS_0048.jpg
cant believe that people like me are put through such abuse It breaks my spirit,Hope_speech,Images_SD/SD_HS_0293.jpg
dont just get people tearing down historic concentration camps Some things serve purpose of education and reflection on past atrocities the statue is not an ACTIVE and 21st century racist icon,Non_hope_speech,Images_SD/SD_NHS_0635.jpg
wouldnt stop laughing for years if all the people doing this died from C19,Non_hope_speech,Images_SD/SD_NHS_0098.jpg
Haskins if you wear mask youre an idiot Hinder your immune system ans get hypercapnia Lol,Non_hope_speech,Images_SD/SD_NHS_0163.jpg
No offense but what does Asians have to do with this No hate tho Im Asian myself,Non_hope_speech,Images_SD/SD_NHS_0022.jpg
dont understand how people can just not agree with homosexuality like its not something you agree with you just have to accept it because thats just how some people are,Hope_speech,Images_SD/SD_HS_0327.jpg
love how YouTube once again didnt notify me of this live event,Non_hope_speech,Images_SD/SD_NHS_0223.jpg
The sheriff is correct black lives matter has been destructive in its naturen This ideology that they give people is very misleadingnnnAll lives matter if you put color in front of it you yourself are separating segregating and potentially have become racist or biased on one group of persons by their color of their skin,Non_hope_speech,Images_SD/SD_NHS_0172.jpg
want to add that this is highly inspiring to that choice,Hope_speech,Images_SD/SD_HS_0029.jpg
YouTube Account it is her right to think that though She isnt stopping anyone from using their rights,Hope_speech,Images_SD/SD_HS_0369.jpg
My choice is to love and live life,Hope_speech,Images_SD/SD_HS_0600.jpg
All Lives Matter,Hope_speech,Images_SD/SD_HS_0518.jpg
Diana finally an opened minded Christian thank god for you We need more people like you in this world,Hope_speech,Images_SD/SD_HS_0088.jpg
race that has done nothing for the betterment of mankind certainly has lot to say,Non_hope_speech,Images_SD/SD_NHS_0384.jpg
SHE LITERALLY SUPPORTED THE LGBT COMMUNITY BEFORE ANYBODY EVER DID PEOPLE DONT UNDERTAND HOW IT WASNT COOL OR TRENDY TO SUPPORT THEM,Hope_speech,Images_SD/SD_HS_0441.jpg
just wanted to send you ie Debbie word of encouragement,Hope_speech,Images_SD/SD_HS_0022.jpg
willholt11 Omg you are so dumb,Non_hope_speech,Images_SD/SD_NHS_0062.jpg
Such passionate woman She is so under appreciated One day shell be gone,Non_hope_speech,Images_SD/SD_NHS_0234.jpg
Im Christian but agree and support homosexuality and the LGBTQ community understand that everyone is different and is free to believe in what they want but if you are against homosexuality because of the bible then simply think of how God would much prefer you to spread kindness than hate At the end of the day if you dont agree with it then simply keep it to yourself and think before you spread hate,Hope_speech,Images_SD/SD_HS_0035.jpg
David McDonial thats shame They way you react tells me other wise But ur not the only person in the world who lies to themselfs Its common forgive you,Non_hope_speech,Images_SD/SD_NHS_0240.jpg
yes they did Except thankfully that never actually happened,Non_hope_speech,Images_SD/SD_NHS_0529.jpg
Never said that but ok,Non_hope_speech,Images_SD/SD_NHS_0347.jpg
God wants understanding and acceptance of others Thats it Literally the number one rule is love thy neighbor nThese people Smh,Hope_speech,Images_SD/SD_HS_0216.jpg
Sheriff Clarke is awesome Whoring for votes Plantation Politics Im going to use those quotes later,Non_hope_speech,Images_SD/SD_NHS_0076.jpg
Yeah all lives matter dude that includes black lives ALL means every what is it just like ofcourse every life matters besides black lives so we absolutely need to call it black lives matter to make people realize that or am right and black lives matter is racist,Hope_speech,Images_SD/SD_HS_0195.jpg
am kid who dreams of being an aerospace engineer at nasa,Hope_speech,Images_SD/SD_HS_0308.jpg
id yeet dictionary at them,Non_hope_speech,Images_SD/SD_NHS_0399.jpg
find it difficult to say that hate Islamic culture but not the individual people,Hope_speech,Images_SD/SD_HS_0301.jpg
We are equal humans nAll of us are equaln:handshake::handshake::handshake::handshake::handshake::handshake::handshake:,Hope_speech,Images_SD/SD_HS_0393.jpg
Butter So her jeans defines her sexuality now Waoh,Non_hope_speech,Images_SD/SD_NHS_0120.jpg
Gotta appreciate that when Juan Williams was talking literally everyone interrupted him gotta love fox for not letting people speak,Non_hope_speech,Images_SD/SD_NHS_0095.jpg
Skrezo Loving the same gender is sin Then good chunk of the population is sinner There is nothing wrong with being LGBTQ,Hope_speech,Images_SD/SD_HS_0336.jpg
The Democratic Party is more dangerous to America than ISIS,Hope_speech,Images_SD/SD_HS_0101.jpg
George Floyd held gun on pregnant woman dressed as cop Whats wrong with you,Non_hope_speech,Images_SD/SD_NHS_0516.jpg
Im senior high school girl want to become successful civil engineer This talk gives me courage Thanks debbie you inspire me more,Hope_speech,Images_SD/SD_HS_0123.jpg
RL Noob ikr that audience is happy and all when someone stands for their own race but when its different race they get all defensive and make themselves look like the victim,Non_hope_speech,Images_SD/SD_NHS_0475.jpg
Black lives Black Vote,Non_hope_speech,Images_SD/SD_NHS_0561.jpg
came out and started dating my best friend,Hope_speech,Images_SD/SD_HS_0166.jpg
Yall need to stop this whole shes young shell come out of the closet eventually sounds lot like every conversation an lgbt survivor has had,Hope_speech,Images_SD/SD_HS_0558.jpg
All lives matter to God including the unborn Its time to stop calling this country racist Do you remember what color our last president was And remember there was only one Martin Luther King Jr Dont try to reincarnate him God rest his soul,Hope_speech,Images_SD/SD_HS_0355.jpg
Wilson It means,Non_hope_speech,Images_SD/SD_NHS_0412.jpg
CNN analyst Juan Williams,Non_hope_speech,Images_SD/SD_NHS_0005.jpg
ALL lives matterincluding the unborn,Hope_speech,Images_SD/SD_HS_0037.jpg
All Lives Matter Not Just Black,Hope_speech,Images_SD/SD_HS_0451.jpg
this is SIMPLEyou are what you worship never was taught that in school correct ALL people are made in Gods image end of story want to choose another form of worship btw,Non_hope_speech,Images_SD/SD_NHS_0088.jpg
think Ive found where all the over 55s chill on YT lol,Non_hope_speech,Images_SD/SD_NHS_0284.jpg
present are your parents homophobic my parents are,Non_hope_speech,Images_SD/SD_NHS_0327.jpg
Who is she fighting,Non_hope_speech,Images_SD/SD_NHS_0569.jpg
Only one race the Human Race,Hope_speech,Images_SD/SD_HS_0044.jpg
is Lord Savior Because pointing gun at the belly of pregnant woman while robbing her house is totally minor matter,Non_hope_speech,Images_SD/SD_NHS_0266.jpg
am so grateful to live in an environment where rarely get to hear things like engineering is not for women When was little,Hope_speech,Images_SD/SD_HS_0333.jpg
indeed they are Such is the conclusion of judging them by the content of their character,Non_hope_speech,Images_SD/SD_NHS_0598.jpg
of course you reached your goal,Hope_speech,Images_SD/SD_HS_0122.jpg
dont agree with conversion therapy,Hope_speech,Images_SD/SD_HS_0304.jpg
am an 8th grade girl and want to be Biomedic engineer,Hope_speech,Images_SD/SD_HS_0240.jpg
Hes great interviewer,Non_hope_speech,Images_SD/SD_NHS_0437.jpg
Randomgirlwhosings0804 Why does she feel the need to have to agree or not agree with someones sexuality Why does any Christian its really weird there is nothing for you to agree with,Hope_speech,Images_SD/SD_HS_0156.jpg
This is good officer we need more like him,Non_hope_speech,Images_SD/SD_NHS_0114.jpg
This video isnt about rights Its about stopping the cultural idea that women cannot go into STEM because its perceived as masculine profession lot of female classmates grew up with wer told constantly that girls cant do math Its cultural issue,Hope_speech,Images_SD/SD_HS_0222.jpg
Badger idc if youre gonna claim something,Non_hope_speech,Images_SD/SD_NHS_0547.jpg
think it took her while to realize that she can approach things in different way not the way that she went about it,Hope_speech,Images_SD/SD_HS_0009.jpg
Is this today or four years ago,Non_hope_speech,Images_SD/SD_NHS_0609.jpg
wouldnt hit my child with book saying THE POWER OF CHRIST COMPELS YOU just because they came out as LGBTQ,Non_hope_speech,Images_SD/SD_NHS_0026.jpg
No we are all from earth and Africans can live in America so what if you arent from that place,Hope_speech,Images_SD/SD_HS_0402.jpg
They do but,Non_hope_speech,Images_SD/SD_NHS_0492.jpg
Im all in for equality but think what the future holds for USA is akin to the aftermath of Nazi rule in Germany The German government is now very apologetic to the Jews People Whites maybe will become very sensitive to slight black person According to me,Non_hope_speech,Images_SD/SD_NHS_0509.jpg
All Lives Matter,Hope_speech,Images_SD/SD_HS_0567.jpg
LG she seems very sad in an emotional way,Non_hope_speech,Images_SD/SD_NHS_0498.jpg
Im in my fourth year studying civil engineering and have had very similar thing happen to me in class where was the only girl out of 40 studentsnIts lot more common then you think,Hope_speech,Images_SD/SD_HS_0245.jpg
God bless So happy that got out of all that stronger person God is love And love is love,Hope_speech,Images_SD/SD_HS_0106.jpg
Heres our demands Stop killing us for no good reason We dont want to die,Hope_speech,Images_SD/SD_HS_0120.jpg
All lives matter What the police done to George Floyd isnt right,Hope_speech,Images_SD/SD_HS_0531.jpg
She has old lady voice,Non_hope_speech,Images_SD/SD_NHS_0524.jpg
People should never have to be ashamed of their race or anything else None of us are responsible for what people in the past did We are responsible for what we do in our present ALL LIVES MATTER Thanks for your post Zackary,Hope_speech,Images_SD/SD_HS_0051.jpg
think Jaun is either ignorant or racist cant,Non_hope_speech,Images_SD/SD_NHS_0584.jpg
What panel,Non_hope_speech,Images_SD/SD_NHS_0459.jpg
When the sheriff first came on the public scene many years ago,Non_hope_speech,Images_SD/SD_NHS_0371.jpg
This was not the appropriate video to put this in have some respect rest in piece gorge Floyd,Non_hope_speech,Images_SD/SD_NHS_0179.jpg
was just accepted into Purdue Universitys engineering school and Im so excited never had any interest in engineering until took physics class and fell in love Being massive creative person this is such relief Knowing dont have to give that up to be an engineer You are such massive inspiration Thank you so much,Hope_speech,Images_SD/SD_HS_0365.jpg
Ashton Levry get what youre saying but at the same time why should they defend people that we say all lives matter if were all created equal shouldnt there be all right for us to say all lives matter because honestly think we do matter we all matter but even if youre what youre saying is true then it shouldnt hurt your feelings that we say all lives matter no offense,Hope_speech,Images_SD/SD_HS_0253.jpg
But you can be girly and know lot of technical stuff,Hope_speech,Images_SD/SD_HS_0075.jpg
Also did some of you forget we in pandemic,Non_hope_speech,Images_SD/SD_NHS_0161.jpg
These protest are about the systematic killings of blacks by the authorities and racism that exist within the western system,Non_hope_speech,Images_SD/SD_NHS_0204.jpg
omg we are the people All LIFES ARE important,Hope_speech,Images_SD/SD_HS_0483.jpg
They say that politics is the second oldest profession,Non_hope_speech,Images_SD/SD_NHS_0632.jpg
As an American,Non_hope_speech,Images_SD/SD_NHS_0388.jpg
Byuriii the joke is on those who judge,Non_hope_speech,Images_SD/SD_NHS_0463.jpg
Its hard to trust wikipedia,Non_hope_speech,Images_SD/SD_NHS_0216.jpg
Ineedthat incredible jacket shes wearing,Non_hope_speech,Images_SD/SD_NHS_0289.jpg
438 Racists viewed this,Non_hope_speech,Images_SD/SD_NHS_0499.jpg
Jonathan Mason could also agree on one thing agree to disagree because no matter how many ways someone says something Im always going to think all lives matter because were all lives matter means is you matter other personal matters the world matters nobody should be treated like they dont matter when it comes down to it its all about ethics In fairness at the end of the day isnt that racisms weakness let me tell you this its not just about me its about everyone including yourself you should have right be treated fairly and dont have anything against you just saying believe the answer to getting rid of racism fairness caring about everyone no matter what their color is everybodys life matters including you care about even whats fair your side my side their side because dont like racism rather be solution to the problem then sit there and tell people but only my life matters when in reality thats bunch of baloney it doesnt matter what color you are your life matters and youre important as anybody else how could that be bad thing,Hope_speech,Images_SD/SD_HS_0092.jpg
He was abusive as well His wife said that before she divorced him,Non_hope_speech,Images_SD/SD_NHS_0392.jpg
This guy is totally right Im white man and love what am listening to here and there opinion on what is going on We do not hear enough from the black community on what is going on,Non_hope_speech,Images_SD/SD_NHS_0259.jpg
Shes just such beautiful person Very touching interview,Non_hope_speech,Images_SD/SD_NHS_0345.jpg
Thank you Im studying engineering right now and your speech inspire me lot,Hope_speech,Images_SD/SD_HS_0517.jpg
Plantation politics Exactly,Non_hope_speech,Images_SD/SD_NHS_0390.jpg
ohhh your storys so relatable Dont give up What your doing is great,Hope_speech,Images_SD/SD_HS_0504.jpg
All life is from God not just black,Hope_speech,Images_SD/SD_HS_0087.jpg
Should all the castles built by the normans in Wales be demolished too this is all ballocks,Non_hope_speech,Images_SD/SD_NHS_0456.jpg
Equality is where all lives are equal,Hope_speech,Images_SD/SD_HS_0194.jpg
Agreed this will fuel racism damn sure,Non_hope_speech,Images_SD/SD_NHS_0436.jpg
she saved my life too and am not exaggerating,Hope_speech,Images_SD/SD_HS_0014.jpg
Stop treating people of different races differently and demanding bias in favor of certain races Duh,Hope_speech,Images_SD/SD_HS_0644.jpg
All lives matter Anything else is racism,Hope_speech,Images_SD/SD_HS_0416.jpg
All Lives Matter,Hope_speech,Images_SD/SD_HS_0295.jpg
Im pansexual and mentally and physically disabled,Non_hope_speech,Images_SD/SD_NHS_0453.jpg
burger imagine house is on fire,Non_hope_speech,Images_SD/SD_NHS_0237.jpg
mask Is dumb so whi sold slaves to americans mr big brain,Non_hope_speech,Images_SD/SD_NHS_0421.jpg
My mom teaches high school physics,Hope_speech,Images_SD/SD_HS_0186.jpg
This is 2020 and statues like these belong in museum now,Non_hope_speech,Images_SD/SD_NHS_0303.jpg
Yup My friends have given up on liberalism centrists What difference day makes Jesus not good,Non_hope_speech,Images_SD/SD_NHS_0068.jpg
lol Im laughing so hard at someone who survived through being forced into manual labor and survived being starved omg what fucking joke it is haha,Non_hope_speech,Images_SD/SD_NHS_0309.jpg
The lives of recidivists are not important And it doesnt matter about skin color,Hope_speech,Images_SD/SD_HS_0259.jpg
354 ancient egypt no longer exists And they were not built by slaves,Non_hope_speech,Images_SD/SD_NHS_0103.jpg
This truly hurts my heart God does not want anyone to hate anyone God is LOVE and FORGIVENESS All sin is equal,Hope_speech,Images_SD/SD_HS_0173.jpg
nAnd When look at the pyramids dont think they are literal structures to guide pharaoh into the afterlife,Non_hope_speech,Images_SD/SD_NHS_0428.jpg
Well she was fighting for us in the mainstream media when no one was,Hope_speech,Images_SD/SD_HS_0604.jpg
