Text,Class,image
really dont agree on the process he went to am Christian but dont think the Bible teaches such procedure My job is to love on people,Hope_speech,Images_SD/SD_HS_0110.jpg
All lives matter have all race in my family So sad Jesus loves us all the same and so should you,Hope_speech,Images_SD/SD_HS_0111.jpg
was lucky to have parents that let me play with construction toys,Hope_speech,Images_SD/SD_HS_0112.jpg
All lives matter no just black see if black cop did this to white man nobody would care of course he didnt deserve to die like this nobody should but still if this was vice versa people wouldnt care and know because this has happened in the past and nobody protested for him,Hope_speech,Images_SD/SD_HS_0113.jpg
All LIVES MATTERnI believe this is true,Hope_speech,Images_SD/SD_HS_0114.jpg
We are all equal in the eyes of our Lord God and Lord Jesus ALL LIVES MATTER,Hope_speech,Images_SD/SD_HS_0115.jpg
it doesnt matter what your family does when you want to make career for yourself what matters is what you can or will do youre in no better position then the one who comes from poor family and also wanting to be video game developer,Hope_speech,Images_SD/SD_HS_0116.jpg
Thank God he say that all lives matter,Hope_speech,Images_SD/SD_HS_0117.jpg
Im really tired of these gender stuff,Hope_speech,Images_SD/SD_HS_0118.jpg
If GOD VALUES ALL LIVES THE SAME AND THEN YES BLACK LIVES MATTER,Hope_speech,Images_SD/SD_HS_0119.jpg
Heres our demands Stop killing us for no good reason We dont want to die,Hope_speech,Images_SD/SD_HS_0120.jpg
remember when was 13 years old is when express your self started to come out in the 1990s and that song from Madonna made me who am to day It was song of strength,Hope_speech,Images_SD/SD_HS_0121.jpg
of course you reached your goal,Hope_speech,Images_SD/SD_HS_0122.jpg
Im senior high school girl want to become successful civil engineer This talk gives me courage Thanks debbie you inspire me more,Hope_speech,Images_SD/SD_HS_0123.jpg
do really hope that the citizens of America Would not judge the color of their skin but the content of their character no matter what race you are or where you from do really hope that in the near or Far future that they would adopt the quote,Hope_speech,Images_SD/SD_HS_0124.jpg
God Gave us choice my choice is to love nnnnYo watch out he gonna be king,Hope_speech,Images_SD/SD_HS_0125.jpg
No one like her Thank you MADONNA You inspire me in world that is becoming so crazy Never give up hope NEVER,Hope_speech,Images_SD/SD_HS_0126.jpg
God gave us all the gift of life,Hope_speech,Images_SD/SD_HS_0127.jpg
Same Im Roman Catholic and Im bisexual too,Hope_speech,Images_SD/SD_HS_0128.jpg
All lives matter if theyre good person,Hope_speech,Images_SD/SD_HS_0129.jpg
Every life is equal,Hope_speech,Images_SD/SD_HS_0130.jpg
All of US matters,Hope_speech,Images_SD/SD_HS_0131.jpg
Im so proud of you keep your head high and keep fighting for your dreamswe need women in science we,Hope_speech,Images_SD/SD_HS_0132.jpg
All Lives Matter,Hope_speech,Images_SD/SD_HS_0133.jpg
Same here never saw it as something wouldnt be able to do if wanted to And never thought being female should play part in that Who cares if there are fewer women in the engineering fields than men Im here because wanted to work on engineering projects,Hope_speech,Images_SD/SD_HS_0134.jpg
Madonna born man no wonder,Hope_speech,Images_SD/SD_HS_0135.jpg
even if shes talkin for women as male was really motivated by her always wanted to be an engineer but lack of confidence that maybe im not smart enoughor not born smart enough but its more like how bad you want it,Hope_speech,Images_SD/SD_HS_0136.jpg
think this is so biased hiho Honestly way too biased to be represented in this way to kids Not fair nWhat he said religious people dont like gays is so wrong The people who believe in the God of the Bible love Gods creation We love gays just as much as any sinner We believe it is one of the many sins that seperate us from God,Hope_speech,Images_SD/SD_HS_0137.jpg
started crying without even noticing watching this ted talk One day will be an engineer too,Hope_speech,Images_SD/SD_HS_0138.jpg
Wow This is amazing You are changing the world for better,Hope_speech,Images_SD/SD_HS_0139.jpg
Omg luv Madonna She is my hero and will always defend her against all the haters Lets appreciate this living legend,Hope_speech,Images_SD/SD_HS_0140.jpg
everyone talking about the girlnshe was clearly protecting herself she came out bi recently,Hope_speech,Images_SD/SD_HS_0141.jpg
Yes Black lives matter but anti American socialism should have no part or say in the future of true Bible believing black Americans or their children and thei families Take care,Hope_speech,Images_SD/SD_HS_0142.jpg
Madonna speaks the truth no superficial how wonderful,Hope_speech,Images_SD/SD_HS_0143.jpg
WE WILL NEVER GIVE UP LGBTQI RISE,Hope_speech,Images_SD/SD_HS_0144.jpg
Before that he also said hate isnt going to get you anywhere which is something people in general not just homophobic people need to learn,Hope_speech,Images_SD/SD_HS_0145.jpg
The problems that they bring up are real and are faced by women in the tech industry It may not seem like,Hope_speech,Images_SD/SD_HS_0146.jpg
This speech was really inspiringit has given great solution to my confusionlm clear now,Hope_speech,Images_SD/SD_HS_0147.jpg
Its not All lives do matter End of argument,Hope_speech,Images_SD/SD_HS_0148.jpg
love all people regardless of race,Hope_speech,Images_SD/SD_HS_0149.jpg
Thats itnnAll lives matter no doubt,Hope_speech,Images_SD/SD_HS_0150.jpg
When you cant say All lives matter your racist All Lives matter,Hope_speech,Images_SD/SD_HS_0151.jpg
Im so inspired am 14 years old want to be civil engineer but people around me,Hope_speech,Images_SD/SD_HS_0152.jpg
This video is awesome Im 15 year old girl who will probably go into engineering at uni and cant wait,Hope_speech,Images_SD/SD_HS_0153.jpg
Great Message Madge Where theres life theres hope,Hope_speech,Images_SD/SD_HS_0154.jpg
God gave us choice My choice is to love That is the sweetest thing Ive ever heard,Hope_speech,Images_SD/SD_HS_0155.jpg
Randomgirlwhosings0804 Why does she feel the need to have to agree or not agree with someones sexuality Why does any Christian its really weird there is nothing for you to agree with,Hope_speech,Images_SD/SD_HS_0156.jpg
Im STEM student and really wanted to be civil engineer,Hope_speech,Images_SD/SD_HS_0157.jpg
girl Also my other issue is as the LGBTQ community is fighting for freedom equality they are treating anyone with different opinion as if theyve done something wrong,Hope_speech,Images_SD/SD_HS_0158.jpg
littlemermaid GO for it Show us how it is done Your way,Hope_speech,Images_SD/SD_HS_0159.jpg
Thats really greatYeahThats itOne person can make all the difference,Hope_speech,Images_SD/SD_HS_0160.jpg
The gays are so wonderful,Hope_speech,Images_SD/SD_HS_0161.jpg
This inspired me so much As CS major,Hope_speech,Images_SD/SD_HS_0162.jpg
bakkoush she was obviously raised differently than the other kids was raised extremely conservative and considered myself hardcore conservative too and stayed that way until met people that had different beliefs than my own That wasnt until was about 15 For all we know shes only just now really being exposed to these things She may change her mind on homosexuality,Hope_speech,Images_SD/SD_HS_0163.jpg
Im girl who grew up with Legos,Hope_speech,Images_SD/SD_HS_0164.jpg
Everyone is equal,Hope_speech,Images_SD/SD_HS_0165.jpg
came out and started dating my best friend,Hope_speech,Images_SD/SD_HS_0166.jpg
dont really understand the idea of people assuming peoples sexuality based on their appearance Like we are fighting against stereotypes but still are using stereotypes,Hope_speech,Images_SD/SD_HS_0167.jpg
She was being respectful though dont see how someone cant agree with something youre born with but if theyre being nice thats all that matters,Hope_speech,Images_SD/SD_HS_0168.jpg
conversion therapy subjects people to abuse and many people who survive it end up with some sort of trauma disorder,Hope_speech,Images_SD/SD_HS_0169.jpg
Haskins Every life matter Every life is special,Hope_speech,Images_SD/SD_HS_0170.jpg
Ah Glad this video popped out in my suggestion just in time am freshman in agriculture engineering And female At first,Hope_speech,Images_SD/SD_HS_0171.jpg
will always be thankful for Madonna Shes reason Im not afraid to be me even have portrait of her,Hope_speech,Images_SD/SD_HS_0172.jpg
This truly hurts my heart God does not want anyone to hate anyone God is LOVE and FORGIVENESS All sin is equal,Hope_speech,Images_SD/SD_HS_0173.jpg
Thank you so much for what you are doing and for being brave and determinednnIm female engineer and an artist and Ive experienced everything that youve described One of the hardest things for me is struggling with being real girly girl and really good engineer The line dont fit in really resonates,Hope_speech,Images_SD/SD_HS_0174.jpg
After watching this im convinced have potential loved playing with my dads construction tools and building games lol bit too simple Im watching this in 2019 because Im studying IT in class full of men dont want IT to be my end goal though but do want the motivation to get through my first step have no idea where Im gonna land lol,Hope_speech,Images_SD/SD_HS_0175.jpg
My inspiration,Hope_speech,Images_SD/SD_HS_0176.jpg
queen to the LGBTQ Community,Hope_speech,Images_SD/SD_HS_0177.jpg
What matter Every lives is matter,Hope_speech,Images_SD/SD_HS_0178.jpg
That kid that asked for tips on how to be good friend is an incredible person Wonderful Take that and go far kid You have beautiful life ahead of you Youll always be loved :orange heart:,Hope_speech,Images_SD/SD_HS_0179.jpg
Sandberg if you are saying that in response to BLM then let me give you lesson The reason black lives matter started was because we want all lives to matter Saying all lives matter is just being selfish and wanting to not feel like the bad guy Because whites arent bad,Hope_speech,Images_SD/SD_HS_0180.jpg
Im helluva engineer and the fact that am an attractive female means nothing You cheapen the degree by isolating women from men graduated from GT in 1988 It was,Hope_speech,Images_SD/SD_HS_0181.jpg
this is what call an inspiring video good for you girl im ordering one of your toys,Hope_speech,Images_SD/SD_HS_0182.jpg
Whatever happened to Coronavirus Remember how governments and the elites told us to stay at home and not gather in large groups because of this Deadly Virus Now the same Elites are supporting this large groups of people gathering and some dont even speak out against This nHypocrisy,Hope_speech,Images_SD/SD_HS_0183.jpg
Boa In US women are given preference over men by,Hope_speech,Images_SD/SD_HS_0184.jpg
And might not be in position to come out safely,Hope_speech,Images_SD/SD_HS_0185.jpg
My mom teaches high school physics,Hope_speech,Images_SD/SD_HS_0186.jpg
Almost everything in kids education is NOT gender neutral Thats the point,Hope_speech,Images_SD/SD_HS_0187.jpg
she is great engineer also want to become professor of civil engineering and teach uni students was really inspired by her great work,Hope_speech,Images_SD/SD_HS_0188.jpg
am female and will be starting mechanical engineering in the fall this is so inspiring wow,Hope_speech,Images_SD/SD_HS_0189.jpg
Complains about stereotypes of women in STEM but then admits what the real issue is,Hope_speech,Images_SD/SD_HS_0190.jpg
mean you cant really choose who you fall in love with maybe she was just bi all along,Hope_speech,Images_SD/SD_HS_0191.jpg
Annie is honestly brave for being truthful,Hope_speech,Images_SD/SD_HS_0192.jpg
Whoever tries to change people is messed up nWe should learn to accept people for who they are nIf you dont agree with who someone is do not change them,Hope_speech,Images_SD/SD_HS_0193.jpg
Equality is where all lives are equal,Hope_speech,Images_SD/SD_HS_0194.jpg
Yeah all lives matter dude that includes black lives ALL means every what is it just like ofcourse every life matters besides black lives so we absolutely need to call it black lives matter to make people realize that or am right and black lives matter is racist,Hope_speech,Images_SD/SD_HS_0195.jpg
Inspiring the next generation of Femgineers,Hope_speech,Images_SD/SD_HS_0196.jpg
pray to get the chance to thank her for keeping me alive during very bad time in my life as young teen She is legend beyond legends Thank you Madonna,Hope_speech,Images_SD/SD_HS_0197.jpg
Its cultural because girls in 3rd world societies go for jobs they dont enjoy but that pay well,Hope_speech,Images_SD/SD_HS_0198.jpg
Yall really need to let go Yes we know all lives matter Thats given But the reason why people have to say black lives matter too is because black lives have it mattered since the 1800s We know like white lives matter that has been proven that white lives matter over all of her lives in America time and time and time and time and time and time and time and time and time and time again Nobody has ever questioned if all lives matter So that part of the conversation is over with and irrelevant Now lets concentrate on the lives that have not mattered in America Please concentrate and focus on what needs to be done to help Dont concentrate on what needs to be done to perpetuate the current paradigm It is time for change All lies has always mattered and white lives has mattered above all in black lives has mattered the least in America Stay focused people,Hope_speech,Images_SD/SD_HS_0199.jpg
Im also studying chemical engineering also cried when watched this video:sneezing face: and totally understand how you felt,Hope_speech,Images_SD/SD_HS_0200.jpg
She is sooo nice God bless her Love from Colombia,Hope_speech,Images_SD/SD_HS_0201.jpg
am man and support this,Hope_speech,Images_SD/SD_HS_0202.jpg
james bolem look up the actual meaning of BLM 2020 We want equality for all races We want to end oppression We want to end killing of innocent ppl We want to end brutality We want to end stereotypes If you cant see that,Hope_speech,Images_SD/SD_HS_0203.jpg
Randomgirlwhosings0804 what is there for you to agree on when it comes to sexuality Its their sexuality You cant change it lol,Hope_speech,Images_SD/SD_HS_0204.jpg
All lifes matter anyone who says other wise is rasist,Hope_speech,Images_SD/SD_HS_0205.jpg
Every life matters Im rich and white and Ive never been taught to hate have friend of all color cause Im purple Get it together people,Hope_speech,Images_SD/SD_HS_0206.jpg
God bless that sheriff All Lives Matter,Hope_speech,Images_SD/SD_HS_0207.jpg
The world is telling men to dieThe Democrat party is telling men to dieFeminists are telling men to dieHillary Clinton said WOMEN ARE THE FUTURE,Hope_speech,Images_SD/SD_HS_0208.jpg
All lives matterwell,Hope_speech,Images_SD/SD_HS_0209.jpg
Im lesbian and Christian and think thats completely okayGod doesnt hate anybody,Hope_speech,Images_SD/SD_HS_0210.jpg
BLM sounds racist to me it should be human lives matter,Hope_speech,Images_SD/SD_HS_0211.jpg
All Lives Matter AlwaysnIf you dont like it,Hope_speech,Images_SD/SD_HS_0212.jpg
pray to get the chance to thank her for keeping me alive during very bad time in my life as young teen She is legend beyond legends Thank you Madonna,Hope_speech,Images_SD/SD_HS_0213.jpg
PEOPLE matter We need to not care about skin color As MLK said,Hope_speech,Images_SD/SD_HS_0214.jpg
His voice makes my throat hurt,Hope_speech,Images_SD/SD_HS_0215.jpg
God wants understanding and acceptance of others Thats it Literally the number one rule is love thy neighbor nThese people Smh,Hope_speech,Images_SD/SD_HS_0216.jpg
Xx You know what This response is kinda cool am not going to shame you for what for you believe because you have your own history and experience People are trying to engage and we can respectfully disagree Having respectful discussions is the point think people want to talk rather than argue to prove they are right at this point The slogan is supposed to be divisive to get people to talk,Hope_speech,Images_SD/SD_HS_0217.jpg
