Text,Class
But Sadism isnt evil is it Unless youre sadistic to unwilling participants Alot whats considered evil now days depends actually more or less on your perspectiv of what happens If were to hit dog,Non_hope_speech
And short short hair,Non_hope_speech
No im black and Im upset by what Ive seen It does nobody any good,Non_hope_speech
it doesnt matter what your family does when you want to make career for yourself what matters is what you can or will do youre in no better position then the one who comes from poor family and also wanting to be video game developer,Hope_speech
All lives matter every life fucking matters,Non_hope_speech
thought was watching recent video but this is years ago but here we are again and the same thing is going to happen,Non_hope_speech
Where has this Sheriff been,Non_hope_speech
The media and crooked politicians whipped this up We have to get rid of the lot of them with the ballot,Non_hope_speech
he was doing just fine before the police officer kept his knee on his neck for minutes and 46 seconds,Non_hope_speech
Bernie never lived in the hood Id like to see him walk the streets,Non_hope_speech
Black lives matter and not all livesnWhat hypocrats,Non_hope_speech
the lesbian disagreeing with homosexuality tho poor thing is prolly insecure abt it,Non_hope_speech
Police are already killing people,Non_hope_speech
No liberals think that lmao,Non_hope_speech
Grasielle Alison ha another mom joke,Non_hope_speech
Can you guys stop harassing that girl for her haircut Seriously She doesnt agree with homosexuality but she respects it The least you could do is respect her back,Non_hope_speech
jazzfan1 When read your comment it sounds kind of dumb and racist You act like only white people are slaying only black people daily,Non_hope_speech
beg they just put it straight back up,Non_hope_speech
Agreed It is straight up abuse in all three formats,Non_hope_speech
So did Shes clearly grooming herself and behaving in more masculine manner Lol when she said she didnt agree was like you dont,Non_hope_speech
Rebekah well its hompohobic comment therefore it sucks,Non_hope_speech
Chloe Faye mean they are there to hear his story,Non_hope_speech
Certainly herd mentality,Non_hope_speech
Sasha Dumse God accepts everyone,Hope_speech
would have asked him if hes watched but Im cheerleader,Non_hope_speech
feel so base for that guy They treated him as if he wasnt human just because of who he loved :pleading face:,Hope_speech
American Lives Matter,Non_hope_speech
:thinking face:staged set up for the coming race war still hilarious though :rolling on the floor laughing:,Non_hope_speech
The interviewer is HOT,Non_hope_speech
am so glad that you made your toy wouldnt have extended my love for science feel like dont fit in at school sometimes,Hope_speech
How can all lives matter if black lives arent,Non_hope_speech
You are so right and white is color,Non_hope_speech
Im so proud for her,Hope_speech
We are ready meanings black people are ready for anything,Non_hope_speech
What exactly do you want,Non_hope_speech
She saves lives with her music,Hope_speech
that would be uhhh pure mean yes,Non_hope_speech
Walker 12894 rly sorry for being so mean,Non_hope_speech
Santiago Cr but she can move her mouth,Non_hope_speech
Evil dont think so What crazy statement to say about her,Non_hope_speech
All lives should matternBut Black Lives Dont seem to MatternThats why theres Black Lives Matter Movement nUnderstanding,Non_hope_speech
because thats therapy must know the truth had,Non_hope_speech
house,Non_hope_speech
Im glad Madonna knows there is market for ORIGINALITY BRILLIANCE beyond American borders Globally They consider her legend who once again shakes it up and reinvents herself Beautiful girl,Non_hope_speech
These kids are amazing,Non_hope_speech
couldnt tell if it was boy or girl,Non_hope_speech
All Humans matter Whats with labeling color Dogs matter Cats matter Bees matter Trees matter Americans matter,Hope_speech
clearly you have no idea who is on the side of status quo,Non_hope_speech
The return of the Zulus,Non_hope_speech
Now lets mention the Black names that fell Victims in the hands of protesters The Black Owners protecting their businesses Whos gonna protest for them BLM only care when white cop is involved but turn the blind eye when they are the ones responsible FACTS,Non_hope_speech
Yes all lives matter Its simple to understand its not only that if the political parties have common interest in their own country,Non_hope_speech
Human shut eup,Non_hope_speech
BTS KIM NAMJOON China is trying to pass national anthem bill which criminalises people who makes fun of it It also mandates that the Chinese anthem is taught in school This stifles their freedoms,Non_hope_speech
Talk about white privillege while black people get love from everybody while white people get booed,Non_hope_speech
dont even get why whites even support BLM they aint even black,Non_hope_speech
The things that she has done are magnificentShe has personally flewn to Mexico to buy her friend some medicine for AIDSThis is not your everyday type of womanShes so intelligent tooI dont think shes appreciated enough,Hope_speech
That one little girl is woke,Non_hope_speech
THE MAJORITY OF RACISTS IN THIS COUNTRY ARE BLACK EMPOWER BY RACIAL LEFT DEMOCRATS,Non_hope_speech
FBLM TAG THE BATHROOM WALLS AROUND THE WORLD,Non_hope_speech
Only one race the Human Race,Hope_speech
There is no such thing as god,Non_hope_speech
But many news media outlets would paint you as the villain,Non_hope_speech
dont see what the big fuss is Just add the modifier also to your slogan Black Lives Also Matter If thats not your intent,Non_hope_speech
Couldve got some good scrap metal money out of that,Non_hope_speech
ALL LIVES MATTER and to say they dont is REAL RACISM,Non_hope_speech
Exactly Theyre not fighting for equality,Non_hope_speech
Juan Williams should be ejected into space,Non_hope_speech
when read peaceful spat my coffee out lol,Non_hope_speech
Sheriff David Clarke is the embodiment of what consider to be true man He has my respect,Non_hope_speech
Thats wat they want,Non_hope_speech
David Clark is the absolute worst Thank you for leaving Milwaukee,Non_hope_speech
Three against one Ya thats fair and balancedLOL Hannity cant take seriously his show is better than SNL Its clown show,Non_hope_speech
If they had blacks who can speak Chinese,Non_hope_speech
ALL lives matter Period Nuff said Peace,Non_hope_speech
Srbin :rolling on the floor laughing: Why dont you stick to European Afairs and dont worry about what like and dislike :thinking face: Last time checked in was Caucasians from Europe that brought many people from Africa We did not ask to come here Why dont you go to Mexico,Non_hope_speech
Ugh God how hate that one girl cause of everything she said dont agree with homosexuality whats going on with her mind,Non_hope_speech
Right shes trying to hide it,Non_hope_speech
My mom teaches high school physics,Hope_speech
Himmelright but madonna wants to be young She reminds me of Meryl Streep in the movie death becomes her,Non_hope_speech
The bible doesnt condemn all judging John,Non_hope_speech
People need to blame themselves for their own selfish bad behaviour,Hope_speech
This comment should have more likes,Non_hope_speech
But trump has helped black people so much,Non_hope_speech
Only Juan doesnt make sense here The reason is that he and most leftists are ideologically possessed It doesnt matter how illogical or awkward their position might be,Non_hope_speech
no he cant,Non_hope_speech
threatend by who exactlythe black community suffers from mostly black on black crimes yet theres no riots about that,Non_hope_speech
woman who dresses with man clothes and dont agree with homosexuality ok thats coherent lol,Non_hope_speech
DavisnMy book have several What do you mean,Non_hope_speech
Eris Bell Being tall wasnt choice,Non_hope_speech
Bernie fan here God Im so disappointed in his response swear fuck in hate the black lives matter movement,Non_hope_speech
Why does she sound so tired and frail and weak nowwadays know shes older and is likely tired with raising all those kids,Non_hope_speech
Sheeple yes you are,Non_hope_speech
Perhaps the star of david or merkabah,Non_hope_speech
He just hero that inspirational,Non_hope_speech
the person in the burgundy doesnt agree with homosexuality but looks the gayest lmao not to be rude,Non_hope_speech
any group that reinforces who you must be,who one is deserves such devotion.  Madonna is really a wonderful woman to some people
Hes the man,Non_hope_speech
shameful behaviour the police should have actedoh wait,Non_hope_speech
Sheriff and Larry Black on the outside white on the inside Sheriff and Larry Bending over for Trump,Non_hope_speech
can see the reasoning for why it might be inconsiderate to say All lives matter with whats happened and everything surrounding that,Non_hope_speech
guys are yelling that Annie is probably lesbiannnnnnnnnI swear for sec it thought she was boy:rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing:,Non_hope_speech
Mess weLL aLwAyS sAvE tHe DaY,Non_hope_speech
This made me cry So many things in contemporary Christian culture are such horrid distortion of what Christianity is meant to be What that boy said about choosing to love Thats what Christianity is about,Hope_speech
Its gone full circle like an Ouroboros for these SJWs,Non_hope_speech
That SHERIFF for President,Non_hope_speech
just wasted min watching people discuss which lives matter and how to say it Its just distraction from the reality that anti black racism is not common place in America Why should take anyone who cant see past that seriously,Non_hope_speech
Hell yes Whoop Whoop,Non_hope_speech
Should have broken and destroyed the statue before throwing it down the river,Non_hope_speech
So pulling statue out is going to rewrite the past is it Mindless fools It would be different if there still was slavery in Bristol But the present has moved on from the past and these moronic individuals need to also,Non_hope_speech
Democrats horring for votes That is the truth right in your face,Non_hope_speech
have never understood homophobes like its just hatred not justified by an old book that you worship and interpret literally its gross,Non_hope_speech
Capitalism is the idea of creating product that solves problem You cannot solve that problem if you do not create decipherable marketable label for the consumer who has that problem It totally sees colour and race,Non_hope_speech
have you ever met anyone who was LGBTnme,Non_hope_speech
Do black lives in the womb matter,Non_hope_speech
This simple three man panel could get together with Donald Trump and completely solve this ageold problem at hand They all have experiences,Non_hope_speech
Nothing else mattersMetallica,Non_hope_speech
Senator Sanders is for socialism Lets suspend his US citizenship,Non_hope_speech
Taking knee is pretty appropriate coming from democrats and SJWsnPandering and placating without questioning the motives and agenda from BLM is dangerousnThere is nothing more dangerous than sincere ignorance and conscientious stupidityn Martin Luther King Jr,Non_hope_speech
Jason So who do you think the Democrats are,Non_hope_speech
When women were fighting for their rights there were men screaming,Non_hope_speech
Its Like Martin Luther King Junior fight for his poeple and even he died becuse they didint want himand knowthis world is changingAnd We Pray For all Poeple and black Poeple And White Poeple to be more nicer,Non_hope_speech
am so glad that Clark is no longer in power of anything,Non_hope_speech
All Lives do matter and we can do much better job of displaying this and encouraging one another to know our worth nLet us continue to fight to end human trafficking and support every survivor nTo support my fundraising efforts with the Araminta Race Against Traffick,Non_hope_speech
because they recieve trauma that leads to mental illness and has high suicide rate,Non_hope_speech
Did Mahomet own slaves If so the reading of Koran should be forbiddennWhat about Krishna and Rama They were rulers when slavery was rampant,Non_hope_speech
hope Satan comes to earth to kill everyone,Non_hope_speech
So all lives dont matter Just black lives Yea that makes lot of sense,Non_hope_speech
They want to Make africa out of america,Non_hope_speech
BBC Censored if you support BLM youre just supporting democracies all lives matter,Non_hope_speech
Say Cheese Do not make hasty conclusions You do not know me well in order to make such statements They protect their rights how,Non_hope_speech
You are still young maybe you can try,Hope_speech
your local hufflepuff imagine thinking someones sexual orientation based on what they wear,Non_hope_speech
Max OBrian cant seem to find where anyone asked for your opinion,Non_hope_speech
They stood by and watched and their mayor is pleased with them,Non_hope_speech
Awesome Not only that youve created engineered,Hope_speech
ive never heard more perfect answer to the question than that sheriffs well said sir and thank you for your service,Non_hope_speech
People are gettin mad because statue of slave trader was taken down realracist,Non_hope_speech
kay thatvright white lives matter cops matter,Non_hope_speech
Thank you someone had to say it,Non_hope_speech
Paul dont think you actually read my statement didnt say you should now change the slogan from blm to alm its mildly annoying to say the least,Non_hope_speech
never understood racism grew up thinking whats the problem with with different colored humans theyre literally the same but different colorsnTo this day still dont know why people think race of humans is better than another race when theyre exactly species,Hope_speech
White lives dont matter Than black lives dont matter either Understand You either are racist or youre not Own it,Non_hope_speech
the bible is book written by men,Non_hope_speech
We all bleed the same,Hope_speech
She is wearing the monogram of Catherine the Great with II through it with crown above,Non_hope_speech
Im gonna tell you this most are,Non_hope_speech
Bruh these LGBT people gotta chill with this little girl,Non_hope_speech
Injustice anywhere is threat to justice everywherenBLM when people mention chineese slavesn,Non_hope_speech
That would be just pure mean aw love this kiddo she made my day,Non_hope_speech
David Clarke needs to get into politics This is turning into the Brexit debate If you disagree with me you do not understand sophisticated politics,Non_hope_speech
His barber is Tay Keith,Non_hope_speech
Fauna Leftists have already removed history teaching from schools and replaced it with their agendadriven pathology Im 10th grader who sees it first hand,Non_hope_speech
Do you know how many times in history these descriptions have happened Do you think this is worse than the holocaust The Bible gives guidance that we wont know the day and hour but the end will come like thief in the night Dont quote scripture to predict when you think the world will end Just ask Hal Lindsey People have been predicting the end with scripture for the last 2000 years,Non_hope_speech
skinny dicc booing at all lives matter and white lives matter but saying yall want equality doesnt make sense,Non_hope_speech
dont agree with homesexualality,Non_hope_speech
Arreola Exactly,Non_hope_speech
does she need to repeat it What didnt you understand,Non_hope_speech
KG2018 Dave Chappell story of fame,Non_hope_speech
Good luck InshAllah itll be very rewarding journey,Non_hope_speech
agree that there are some bad cops yes Ill admit it But most are good agree George shouldnt have been killed but it seems the cop just over estimated his strength,Hope_speech
Her physical exterior appears that way to my judgement know that alone is not sufficient,Non_hope_speech
Why are these people even here,Non_hope_speech
thanks Debbie for being an inspiration,Non_hope_speech
so censored so if you even hint of ppl from the middle east that owns this channel get censored,Non_hope_speech
How bout we stop saying black lives matter or all lives matter lets just all agree LIVES MATTER idc if you frog human purple dude in banana costume,Non_hope_speech
Slima did ya know these involuntary slaves,Non_hope_speech
What do the amarican people mis in their heads that when an important problem like black lives matter is spoken about they change it into all lives matter and than they do not realise how big of an insult that is for the black people and their problems of the last 300 years For the next 300 years it are the black people who have the saying in the world thats just fair And am white male,Non_hope_speech
Love the police man too good too honest,Non_hope_speech
Are you black No Do you know how we feel no Get grip brainless ashly,Non_hope_speech
Some One me to,Non_hope_speech
Blm we never said only blm yall twisted af,Non_hope_speech
it is choice just admit it hope youve realized how dumb what you just said really is,Non_hope_speech
She is forever doing what keeps her in the public eye,Non_hope_speech
matthew Jesus is real know Him He brought me back from deaf,Non_hope_speech
how are you now,Non_hope_speech
owen eiffel did you watch the video,Non_hope_speech
David McDonial thats shame They way you react tells me other wise But ur not the only person in the world who lies to themselfs Its common forgive you,Non_hope_speech
nEspecially when they are ACTUALLY doing those things,Non_hope_speech
The sheriff spoke the truth,Non_hope_speech
kid in the closet playing hide go seek and then is coming out of it How the world should be,Non_hope_speech
We never said all lives didnt matter We are saying all lives matter but ours The country was founded on pure racism and power So whatwe should turn the other check And dont come with that What about black on black crime bs Because have never taken the live of black man Or any man for that matter Most whites live their life in bubble Completely numb to wants going outside of your own white skin,Non_hope_speech
Walker what did Jesus say about homosexuality,Non_hope_speech
Oh just shut up All lives will matter when Black lives will matter,Non_hope_speech
White people arent dying Bc of police brutality and racial profiling,Non_hope_speech
TVBlogspot That is their secret can neither confirm or deny but what can say is with eternallong life comes many heart break sufferingnnProof,Non_hope_speech
Im crossing my fingers that they all wake up tomorrow with bit of cough,Non_hope_speech
Saying black lives matter is Racist,Non_hope_speech
spent half the video trying to figure out how this man was conversion therapist in any way and then read the title again,Non_hope_speech
you have encouraged me thank you for sharing,Hope_speech
busterud as long as this nation remains Godless,Non_hope_speech
actually think heshe meant or vs are,Non_hope_speech
My gaydar went off as soon as she came on screen,Non_hope_speech
THATS MY WORD RABBLE ROUSER,Non_hope_speech
wish that all of them know that there name is said every single day nnJusticeForGeorgeFloyd,Non_hope_speech
AGREE WHAT PEOPLE FEEL YOU NEED HUSBAND AND WIFE IN LOVE TO RAISE CHILD OR CHILDREN,Non_hope_speech
many are agrresive,Non_hope_speech
that would be just pure mean,Non_hope_speech
Because it washing good thing,Non_hope_speech
and now you have AIDS,Non_hope_speech
Taylor When did ever reply to someone not doing that,Non_hope_speech
can have an african race based scholarship then if african americans have been so repressed If they cant say all lives matter they are planning genocide again,Non_hope_speech
Arent we all human Why do you divide people into races Eugenics,Non_hope_speech
Asian American has the highest median household income so no,Non_hope_speech
america is slowly turning in to idiocracy lol,Non_hope_speech
my first thought was annie is weird name for boy because seriously thought that was boy,Non_hope_speech
marquez shoulders this is the weakest point have ever seen Also you just presented what kind of level and person you are,Non_hope_speech
Actually there have been very few cases of it working,Non_hope_speech
We should not have statues of racists in our country,Non_hope_speech
Tops check out Owen Benjamin The earth can be discussed bitnot homosexuality or abortion Didnt Jesus walk through wall,Non_hope_speech
Now it is time to focus on,Non_hope_speech
ALL LIVES MATTERIM FROM THE SEYCHELLES WE HAVE DIFFERENT TYPE OF PEOPLE,Hope_speech
Dems dont listen or arent smart enough to undrtstand truth,Non_hope_speech
Can make machine that cooks delicious food so dont have to,Non_hope_speech
DefEnd the Police they defEnd all lives,Non_hope_speech
Love Sheriff Clark,Non_hope_speech
Gross you realize that simply not liking someone for their personality vs not liking someone for something like race,Non_hope_speech
LilaThe Real thats underrated,Non_hope_speech
The thing is were not gonna get anywhere saying BLACK lives matter,Non_hope_speech
great german singer wrote Song about that check it out on YouTube Black lives Matter Amadeus,Non_hope_speech
Unfortunately life dont matter anymore,Non_hope_speech
Please read through my comments have said numerous times that we arent under the laws of Moses,Non_hope_speech
Jessica Walker SO THEN GOD IS SHALLOW mean dont wanna offend you or anything but just because god said it doesnt mean its okay,Non_hope_speech
Sam Garcia go look up whats going on in Uber and then come back to me,Non_hope_speech
Sapphic Keira sAME,Non_hope_speech
cops here in Canada dont attack balck people but in the past they attack gays,Non_hope_speech
Guy Ritchie said she was drama queen Go figure haha,Non_hope_speech
Its not about the hair lol,Non_hope_speech
Mia Lea Kahn Oh so you want every human being to support you guys Wow no wonder yall banned,Non_hope_speech
Did the shorthaired lesbian just say dont agree with like homosexuality Im shook,Non_hope_speech
Some One SCREAMING,Non_hope_speech
And our future rests on these kids Lid has mercy,Non_hope_speech
Pray for what,Non_hope_speech
Is that so England aided in the biafra war in the 1960s and helped in the genocide of the igbo people to protect their oil investments in nigeria What about that Stay out of Africa,Non_hope_speech
ALL lives mattering was NEVER QUESTIONthat is why it is annoying Black communities feel that their lives dont matter that is why it was created so responding with black lives with all lives matter is implying that you dont stand with the black community,Non_hope_speech
agree that it is probably harder for them but,Non_hope_speech
Eternal lifes matter,Non_hope_speech
Ps there is better rubttle apon response of the final 20s,Non_hope_speech
cant believe what am seeing the police running away and getting beaten with sticks and bottles what joke this is embarrassing and this has done no good for black people it has damaged there reputation this had made them look violent and aggressive and now even more people will be racist towards them and also will dislike them as they have also caused 2nd wave of coronavirus which businesses and loved ones cant meet up now till 2021 all because of the protests,Non_hope_speech
Qwerty it IS truenEvil main stream media will be judged by God and so will the Hatred of BLM and antifa,Non_hope_speech
akinadownhillace salary of nurses 65,Non_hope_speech
dont worry Im Christian and Im both trans and bisexual so yeah thats thing like God said men shall not lay with man but that was mistranslated its actually man shall not lay with boy meaning pedophilia so homosexuality is not in the bible and religion shouldnt stop people from loving who they love yk,Hope_speech
Bennett and white women,Non_hope_speech
Anyone that votes DemocratThat person is person that wants genocide of the black American people,Non_hope_speech
When the debate is lost slander becomes the tool of the losers Just know you exposed this for the world to see Im out,Non_hope_speech
This was so inspiring to meNowadays many people doubt about women becoming engineersBut Im sure next generation is going to make changeIm from Argentina and next year Ill finish high school and will study environmental engineering,Hope_speech
Also,your research sources are invalid
If ever have daughters will buy them your toys,Non_hope_speech
Hes got his uniform squared away,Non_hope_speech
You are sheep,Non_hope_speech
annie seemed like she was bilesbianpan to me for some reason,Non_hope_speech
Shes probably closeted and her saying she goes to church is big giveaway her parents probably watch and she didnt want to say it,Non_hope_speech
Omg love the sheriff and elder Juan used to be good but hes become an,Non_hope_speech
The council did not fail to at the council loves slave traders,Non_hope_speech
Around the World Shows Amsterdam,Non_hope_speech
Berg No that wouldnt work,Non_hope_speech
Yes let us not have statues of wellknown racists like Hitler on the streets,Non_hope_speech
Faizal Alladina To ne honest know one of her session musicians in the states and he said she would regularly turn up with surgery tape etc etc at rehearsals actually have botox specialist visit the recording studio their you have it,Non_hope_speech
the bible is badly translated now it is,Non_hope_speech
BLM is Black Supremacy Movement and officialy awesome,Non_hope_speech
Really Shes the most famous female Artist and biggest selling in music history Shes sincere and sweet and genuine here Stay bitter,Non_hope_speech
Sigh So you are the problem then,Non_hope_speech
Agartha lartey what,Non_hope_speech
tell me why you dont hear people chanting All lives matter when it comes to blue lives matter Ill tell you why,Non_hope_speech
My moms side of the family is strongly inclined towards numbers got the bug for it too but turned to humanities out of pettiness feel like going back to school though,Non_hope_speech
We were all made in Gods image All lives matter,Hope_speech
kennedy mensah ALM is antiBLM because BLM is hate movement lead by self admitted marxist activists,Non_hope_speech
Who is she,Non_hope_speech
Tops Nobel peace prize nBut once again dont take Gods love and return hate or Madonna because youll end up pushing and living the dnc the party of death line Where they herd the masses and make them unstable sinners to exploit nYouTube channel franciscanfriars nnTrump is not liked but its sin to vote dnc and cardinals had millions pray the rosary for Hilliary defeat nnMadonna recently looked different Swearing and acting like revolutionary How is her family and husband Anyone know Jesus Christ or Madonna Choose Cant have both sodomites,Non_hope_speech
She so brave Their are those who judge the less fortunate,Non_hope_speech
will tell my children stories about this year,Non_hope_speech
Someone didnt watch the video,Non_hope_speech
How well they took this,Non_hope_speech
Injustice anywhere is threat to justice everywhere Martin Luther King Jr,Hope_speech
Parsons is that your nickname,Non_hope_speech
am lost WE DIDNT CHOOSE TO BE BLACKWE JUST GOT LUCKY,Non_hope_speech
dont agree with homosexualality lol the fuq trying to say,Non_hope_speech
Lol poor girl is getting judged on her looks left and right,Non_hope_speech
may ask why,Non_hope_speech
What did the important comments say,Non_hope_speech
your nuts What planet do you live on Clearly you are clueless about her,Non_hope_speech
For once Juan wasnt the worst,Non_hope_speech
want to be engineer that has to do with tech thats my dream job Im only 14 thats the job Im hoping to work hard for still got couple years until go to college but yeah any suggestions,Non_hope_speech
This is ridiculous No one can have an open and free debate and discussion To say all lives matter is perfectly reasonable yet is met with derision All white politicians are in fear and terror,Non_hope_speech
look it up The cops lost their job He died EXACTLY how George Floyd did down to the tee,Non_hope_speech
Nobody said white lies didnt matter but black ppl are being killed by the police not white,Non_hope_speech
just hear insecurities being voiced Not single legit complain in this video Men deal with the same stuff,Non_hope_speech
Worenwu all lives means we are all equal,Hope_speech
Ancient Soul oh Lord dont think youll ever understand Theres specific context in which the black lives matter movement arose Because black people were being killed and there were multiple incidents of the same type of thing What exactly is the context for the all lives matter movement and focusing on the whole world It was only created as combatant otherwise it wouldnt even exist No one is blaming white people Were saying stop killing black people unjustly Thats it Obviously there are other problems going Probably more important ones too But are people not allowed to stand up for themselves without being attacked Would you not like to be able to stand up for yourself without being opposed Thats all this is about but sadly dont think youll be able to understand no matter which way put it,Hope_speech
Not be black popper is not in UK,Non_hope_speech
Cant argue with that,Non_hope_speech
Anarchy in the UK,Non_hope_speech
Its because if black lives cant matter then all lives dont matter thats why,Non_hope_speech
change for what Bombing yugoslavia and signing doma lol,Non_hope_speech
because it took 30 seconds to find out that this is another pointless feminist aggression video without real content,Non_hope_speech
Topp and all orcs should have been removed years ago and the population have now been reminded of that fact,Non_hope_speech
Yo Im 13 and am confusion what am,Non_hope_speech
Hong Kong protest are not corporate sponsored so the NPCs dont care,Non_hope_speech
kitty you fail to recognize that alm is related to politics Its politicised,Non_hope_speech
He didnt set anyone back,Non_hope_speech
2020 vision oh honey no no no it has EVERYTHING to do with it,Non_hope_speech
Cute butch girl in maroon Your body language is telling story,Non_hope_speech
People have said statues of George should come down,Non_hope_speech
Shea no he was no killed because of his complexion you are wrong here my dear He did crime and was caught yes he was been handled incorrectly but it has nothing to do with his complexion please correct your understanding He was criminal,Non_hope_speech
Chaos chaos its great for ratings right news media what disaster,Non_hope_speech
cant believe this is something we have to ask ourselves in the first place,Non_hope_speech
Babies in the womb dont matter Just like God dont matter when they took God out of everything,Non_hope_speech
AlmostHumanJessi makes sense wasnt that smart when posted that,Non_hope_speech
Not allowing people send their own message unless they agree with you Nope,Non_hope_speech
Its all just absolute rioting heavyhanded craziness This man also in the majority of his time gave lot of money to the city including building schools and hospitals for Bristol Tearing down the statue is not going to change the fact that city is better that he was there than not at all,Non_hope_speech
Jasper Nova nCongratulations :cowboy hat face:,Non_hope_speech
Show dareal stuff funk dat,Non_hope_speech
Reality Macky,Non_hope_speech
Currently in my 5th year,Non_hope_speech
Kratt kinda isnt is it Mario :person facepalming:,Non_hope_speech
Actually if you look at pics of her from early 2000s and now,Non_hope_speech
Why ment that love is love and if you dont believe that then go away we dont take hate here,Non_hope_speech
Lets hope they all die,Non_hope_speech
Whatever one might say about Madonna these days,Non_hope_speech
Why is it that the hundreds of thousands of black infants whose lives were terminated thru abortion werent important Why Again,Non_hope_speech
you fucking comunist comevsay it in my face,Non_hope_speech
Why are we still talking about race issues Its supposed to be white lives matter,Non_hope_speech
The Home Secretary is stupid coolie,Non_hope_speech
wait really,Non_hope_speech
LOL demonstrates how disgraceful the UK Govt is Looking real good defending slave trader,Non_hope_speech
Romeo Alfa Yepbut he had major connections to Bristoland he is infinitely worthier,Non_hope_speech
Sponsed by George Soros is Behind all This,Non_hope_speech
Scumbag lifestyle the way in which person or group lives,Non_hope_speech
The,Non_hope_speech
Im waiting for the other minority groups to demand their day of extra equality Hispanics,Non_hope_speech
McFondle False Madonna isnt superstar or any kind of star for that matter and above no one Madonna is human An elderly human at that,Non_hope_speech
BJGvideos right like shes probably the oldest in the video and everyone else except her were so acceptingwhen someones ignorant theyre ignorant and thats that,Non_hope_speech
Thank you And think its only in AMERICA,Non_hope_speech
Plantation politics excellent term Rightly so Leftist pandering for votes that wont comeTrump 2020,Non_hope_speech
So cops were justified killing him Steve Use your brain man,Non_hope_speech
Fox Called Scrappy Tail Howd You Get Here Genesis,Non_hope_speech
walkway overpass bridge in Miami was built by female engineers with no arch,Hope_speech
What do they think hitting kids with bibles will do,Non_hope_speech
