Text,Class
The best woman that supported LGBTTTQ forever shes deserve her award for looong Time she was recognized to fight for the human being,Hope_speech
If all lives were on the chopping block sure the message would be ALL LIVES MATTER but unfortunately its us black men whos lives are on the chopping block,Hope_speech
SeizmosnWhat our media spews and what the actual general population thinks and feels aint even remotely close tho The media is only representing the high upper class,Hope_speech
Worenwu all lives means we are all equal,Hope_speech
The Black community has dealt with many years of systematic racism and oppression We are more than tired of it Black Lives Matter is movement to bring forth awareness in our community Saying all lives matter,Hope_speech
she changed my life,Hope_speech
Steven TParker Is never wrong to have an inspiration to do something and everything can be for you if you like it and work hard And about this not being touchy feely subject it is for her different things mean different things for different people Maybe you dont care but you havent face the problems or fears she has,Hope_speech
So proud of you debbieyou really are an inspirationIm girl pursuing electrical engineering in IndiaI was struggling lot You help me boost my confidence that can be great engineerThank you,Hope_speech
very true Jesus said greatest of these is love,Hope_speech
She is genuinely fighter for love,Hope_speech
walkway overpass bridge in Miami was built by female engineers with no arch,Hope_speech
This really inspired me am doing my first year in computer systems engineering Just girls out of 17 boys am never giving up Its hard but worth it,Hope_speech
It irritates me when people say they dont agree with another persons sexual orientation or that its choice She is obviously ignorant and needs to educate herself and learn that its not her place to decide anything about another persons sexual orientation Her job is simply to love,Hope_speech
hate crime is when youre attacked for being gay or black Just fighting minority isnt hate crime Unless it is,Hope_speech
hate how people think they dont fit in simply because the others in group are not the same sex,Hope_speech
Can you give me some tips to be good friend to my friend MY HEART,Hope_speech
When told my friends that really wanted to pursue engineering specifically,Hope_speech
Its racist to say black lives matter its correct to say all lives matter nBlack people are not the only race that has poverty what about all other races if you are minority you get free stuff like government assistance free school opportunities if you are Caucasian and poor to bad theres no help for you maybe we should take look at that,Hope_speech
Way to go Debbie Your courage and determination are appreciated and so timely,Hope_speech
think watching crystal in these videos its amazing just how mature she is for her age very rare but encouraging as well,Hope_speech
All lives matterJesus loves us all the same,Hope_speech
These kids are always so polite and respectful love it,Hope_speech
NonnALL Lives Matter copy and paste this,Hope_speech
This is why support the lgbt community because of knowing what they go through,Hope_speech
You cant choose your sexual orientationnbut,Hope_speech
Annie is really muture suppose Although thought she WAS lgbt wasnt expecting Her to be against it,Hope_speech
This was so amazing,Hope_speech
E92Dave is what your comment is,Hope_speech
Dont call me black or white call me by my name Im not white have freckles and go different colours My name is Norman,Hope_speech
agree with you 100 except dont believe in God find it frustrating that lot of people think that homosexuality is sin,Hope_speech
well guess what kiddo Im 11 and made platformer with and opengl framework Get with the flow and get your head out of the clouds,Hope_speech
Im straight Christian female from religious family and our mindset has always been that just because dont agree with your choice does not mean im gonna hate you for it its like hating someone because theyre different raligion few of my best friends are LGBT and that kid phrase it better then ever could,Hope_speech
would like the kids to meet people of all LGBT identities Its be really good for them to meet Aro and Ace people,Hope_speech
You can never tell on the outside unless they literally wear shirt that says Im lesbian or Im homophobe lot of people think Im lesbian Im not but have full respect for them,Hope_speech
Dont force things unless you feel comfortable You got this,Hope_speech
she is amazing,Hope_speech
Rebekah bruh how do you not agree with how someone is born,Hope_speech
Im girl played with legos even as teenager,Hope_speech
wish had the courgage to be myself in front of others,Hope_speech
This is very inspiring Im actually hesitating on taking engineering Not only because grew up thinking its for boys only but also because dont even know what engineers do Thank you for this Now,Hope_speech
Im 23 and currently thinking of changing my career path from business into software engineering,Hope_speech
was fortunate enough to have parents who gave me duplo and lego construction toys as child However have still always felt what you talk about Fitting in is something we all strive for however would never want to compromise who am to do so cannot wait for some of my family friends daughters to get bit older so that can get them GoldieBlox as gift This is an amazing initiative and you gave an amazing talk to describe why it is necessary in this world Thank you,Hope_speech
Walker yeah but Jesus said to love everyone and dont understand what religion has to do two ppl loving eachother,Hope_speech
Jessica Walker its not lifestyle its not way of life its something youre born with its not choice its literally the same as racism,Hope_speech
Dumse god also made men love eachother so,Hope_speech
The fact that there are still places in the world that promote this kind of abuse proves that this is sad world to live in,Hope_speech
love this get little discouraged every time go to classI am the only girl among 110 students in my class am currently in my fourth year studying civil engineering It has been an interesting and challenging ride for me Listening to Debbie Sterling talk about her experiences gives me hope for this and the next generation of engineer girls,Hope_speech
kris where in the Bible does it say that homosexuality is sin The passage that Ive always seen sited has been proven to be translated incorrectly and is actually condemning pedophilia rather than homosexuality Man shall not lay with man was originally meant to read as man shall not lay with boy Homosexuality is never condemned Please do research and learn about the origins of the book you claim to worship,Hope_speech
could maybe be sympathetic if they were less vague All hear is them ascribing sinister motives to people who seem like they are just being overly friendly nerdsnAnd these testimonials right before the statstics on women engineers in Silicon Valley seem to imply that the reason that there are less women in tech there is because it is hostile environment for women But step in your typical engineering classroom in America and then tell me that there are as many women interested in engineering as men gender inbalance does not automatically mean discrimination,Hope_speech
Saying all lives matter is true,Hope_speech
Debbie Sterlings lecture is so far the best lecture have seen actually can relate to this cause my case is also quite similar to hers,Hope_speech
Im in love with loving and wouldnt change him,Hope_speech
Conversion therapy brainwashing,Hope_speech
Racism needs to stop,Hope_speech
Where sexism against women in the workplace does exist,Hope_speech
Actually my best friend is bi and she is in love with my other friend and shes pretty so see why she likes her,Hope_speech
ONE BARBIE 10 IS WORTH 50 TRANSISTORS 20 centsnBuy your girls Arduinos Buy them breadboard Electronics is so friggin cheap And so fun,Hope_speech
was inspired since always since wen was 1011,Hope_speech
As straight person think Conversion therapy is lode of rubbish God made you different and you need to love yourself because of that,Hope_speech
love the two boys that are religious but respect lgbtq people,Hope_speech
this is just so sad of how people are treating black people just because of their race hope this ends soon,Hope_speech
2018 and were still talking about gender gap in STEM Things are changing too slowly,Hope_speech
young lad was stabbed by black guy in racially motivated attack in Ireland The video is circulating on twitter Its not nice to watch,Hope_speech
god gave us choice,Hope_speech
Im so surprised that people think this is just an American issue There are racial issues everywhere and politics has nothing to do with it at ALL,Hope_speech
To say black lives matter is to say that one race is worth more than another Racism in its basic form is the belief that one race is better than or more superior You put color on what matters and you are racist BLM is just another attempt at political prostitutes trying to find new Johns,Hope_speech
Nothing is stopping woman from being engineers,Hope_speech
Just Tea all lives matter is what Its presented as ALL LIVES MATTER You can deny it all you want to but all lives matter,Hope_speech
Btw it is not just in Engineering but any field where men dominate even see that inability sometimes in sports because of the type environment girls get at younger age love ya,Hope_speech
Thank you am young girl wanting to be engineer but gladly the people around me are much more accepting have very good friend who is boy and we both love engineering and have build robots before for the age of 11 and he had made very detail trucks and vehicles before he was 12nnEdit,Hope_speech
Thanks for being there when no one else was,Hope_speech
Thats why love her she made me feel that being different is okay her music change people lifes,Hope_speech
We dont have the right to hurt othersever for ANY REASON,Hope_speech
ALM All Lives Matter,Hope_speech
Thank you very much for this This inspired me sm,Hope_speech
This made me sad that people in the LGBTQ community has to suffer like that,Hope_speech
Rebekah and my free of speech is to say Im bi,Hope_speech
Im as straight as circle lmao Im 12 and havent come out to my parents yet because know they wouldnt support me and our relationship would be ruined but cant just pretend to be straight Ill probably come out in few years or so guess but know my parents wont send me to conversion therapy thank god btw Im pan anyone else or just me,Hope_speech
What exactly is female perspective to begin with As far as know theres no evidence,Hope_speech
Yes All the color matters,Hope_speech
It appears that people have forgotten that ALL LIVES MATTER,Hope_speech
came out at 14 Im still not completely comfortable with telling everyone because they arent very understanding and mean You can come out at any age,Hope_speech
gave my niece set Im hoping to inspire the next engineer in my family,Hope_speech
Why cant we enjoy the merits brought to us by engineerswhy do we have to go behind the scenes everytime,Hope_speech
PATTYY maybe she is revolian You cant assume peoples sexualities like that Accept that times have changed and straight people can look however they want,Hope_speech
Exactly Ive thought of becoming pilot and currently studying computer science which are both male dominated industries sometimes cant help but also worry about how my future in these fields of career would be like would be lonely will be not as as good These talks really just gives me some sort of motivation to move forward,Hope_speech
Sasha Dumse God accepts everyone,Hope_speech
His story made me cry Its so sad this still goes on these days,Hope_speech
saw this video years ago And now Its my last year of civil engineering Thank you,Hope_speech
want to be computer engeneer on sha Allah,Hope_speech
Great Hufflepuff Okay Still doesnt prove anything We dont know her sexuality and it doesnt matter to any of us,Hope_speech
So emotional watching this Im not black but felt that why should they have to walk past that filth every day and in this day and age when they are still prosecuted every day for just having differnt shade of skin colour the most beautiful and diverse of all colours it makes me sick to think they suffer systematic racism every day wee are this isnt black against white this is united wee are united its right against wrong and wee unite together wee see if for what it really is Stay safe protesters,Hope_speech
This woman changed the world and keeps changing it Including my life Thank you,Hope_speech
Love your neighbor as you would love your self thats in the Bible right,Hope_speech
really hope can become an engineer and and influencer like you some day God bless,Hope_speech
She had an engineering job If youre so interested in her accomplishments look them up,Hope_speech
So true was discouraged by men too They arent willing to help and pick on you for not knowing stuff that they learnt by communicating with their friends,Hope_speech
was humiliated and bullied by others who believe they have sharp features but believe am beautiful even though dont have sharp features,Hope_speech
have always been an artiest and writer never wanted to be an engineer nAnd here im an engineer student its my first year in college and yes always feel this is not my place always fail nBut this video made me so hopefull nI see myself in this video 10 years from now,Hope_speech
dont understand why saying black lives matter is really ok It implies that all others dont or arent If said white lives matter do you think it would be racist If said Asian lives matter would that be the same Why understand that police brutality is out of control and needs to be addressed,Hope_speech
Also abusive and should be crime It is literally torture,Hope_speech
There are only two sexes and also intersex people so technically three sexes but gender identity is up to the person Its very western idea that there are only two genders and many other cultures believe differently and have believed differently for thousands of years If person wants to express their gender as something non binary to boy and girl they should have the freedom to do so If they arent hurting anyone else why make them change into something they arent comfortable with,Hope_speech
Truly said That what was waiting for To let the world realize about girls and engineering,Hope_speech
The fact lot of people become famous and forget who helped them become famous and Madonna did not She basically saying the lgbtq helped me become me and in return Im forever in there debt In good way and will never forget that and will All ways help out Its not just saying okay support the lgbtq its acutely doing something on daily and not just during pride and Madonna shows that and she helped us as we helped her and thats amazing,Hope_speech
Im the only girl in my family and im milddle child of two boys so as young girl my brothers didt want to play with barbies so we would make lego houses and make little towns Im noticing now as teen that it really has affected the way think and solve problem This is dank ted talk,Hope_speech
Im studying chemistry But boy engineering is amazing have lot of female friends in that field,Hope_speech
If you say All Lives Matter you will be considered racist Its absolutely ridiculous,Hope_speech
You belong anywhere that you choose to belong You fit in Do not let internalised misogyny stop women from becoming equal in all fields,Hope_speech
Tyrone Marcus no we are his children he loves us all we arent bad people we make mistakes,Hope_speech
want you to know that watched this video when was ten years old right when it came out have never been more grateful for video Since watched this have changed my entire trajectory All of my goals and everything spend my time on is to become an engineer am now Junior in high school and have been on robotics team for years spend my time teaching other people about engineering and doing outreach events to inspire young kids to go into STEM am in PreEngineering program created STEAM event to teach kids how art and STEM are related have done all of this because of this single video All the time and energy that have put in did because of this video Thank you so much you gave me passion didnt know had and it has changed my entire life know you wont see this but feel in debt to you and needed to thank you,Hope_speech
Therapy more like literal abuse,Hope_speech
want to meet the little asian kid she is absolutely amazing,Hope_speech
just hate how when people talk about conversion therapy it makes others think that Christianity is bad,Hope_speech
have always wanted to go into engineering because my dad told me that but really didnt know what it was and know really want to do it am eleven and and really inspired already... Thanx,Hope_speech
wow this really got to me Im female in highschool who is extremely interested in engineering and science,Hope_speech
All lifes matter,Hope_speech
All lives matter There is so much diversity here in America and we should just respect each other The color of your skin,Hope_speech
Racism is everywhereThough Many of the BLM people are doing some retarded shit You wouldnt understand how they felt unless you were black,Hope_speech
ALL lives matter THAT includes ALL LIVES Whether you are doing homework in your house,Hope_speech
Why are you doubting yourself because of some perceived notion that people dont believe that you are in the job in which you say you are nnJust keep doing your job and create awesome things,Hope_speech
God put us on this Earth for reason he put lgbtq so people know its okay to be different,Hope_speech
You are still young maybe you can try,Hope_speech
Those protesting that ALL LIVES MATTER shouldnt be complaining about BLM protests,Hope_speech
The kids were adorable and so mature we need more kids like them in this world,Hope_speech
She made me live my life and also embrace it,Hope_speech
Racism has been through the years yet it still hasnt disappeared,Hope_speech
ETERNAL INSPIRATION nSHE SAVE MY LIFE,Hope_speech
She will be forever and ever my everything and more,Hope_speech
The little Asian girl and IndianPakistani boy were extremely understanding,Hope_speech
All lives matter But police department needs to screen there officers on the background take it from there,Hope_speech
She literally introduced the world to the ballroom scenes Especially in time when homosexuality was taboo,Hope_speech
Great talk Very inspiring Im in the minority too Im women and got my major in computer science nearly 20y ago and work in sw engineeringnGo girls go,Hope_speech
Your Whole point is you dont fit in because you are girl nSTOP thinking about yourself as Female engineer,Hope_speech
All lives matter spread peace and love why is the left trying to divide us open your eyes to all young poeple rioting is not the answer,Hope_speech
As Christian conversion therapy should be on voluntary basis and should be closely regulated and meet the guidelines human rights All these tactics are causing more trauma for the childindividual and not representative of true Christians Minors should not be sent to these camps,Hope_speech
and also the bible was badly translated so actually there is nothing against gays in it and also nTREAT YOUR NEIGBORS LIKE YOU WANT THEM TL TREAT YOU,Hope_speech
am currently female engineering student Bachelors DegreeYou have really moved me Debbie with your storyWoW Thank you,Hope_speech
cried when the boy said everyone had choice and he chose love hes so sweet,Hope_speech
All lives matter no matter color gender or religion bernies an effing idiot fishing for minority votes another two faced demonrat,Hope_speech
Well mean if theyre truly your friend then you arent Racism is rooted in deep prejudice and hate towards someone of different race If you have hate for someone can you be friends with them didnt think so have MANY black friends This makes me not racist Because if was truly racist wouldnt associate with them and keep to my fellow whites You guys need dictionary sometimes,Hope_speech
Remember what Martin Luther King Jr said that every body should be treated equally So black people cant even listen to there own race with out even saying BLM Because if Blacks mattered and whites didnt then we arent treated equally Cut the BS and help our future crisis for GD,Hope_speech
Very thankful hes okay and living his truth today,Hope_speech
where do they get these kids theyre so thoughtful,Hope_speech
Minority Confronted by what People being surprised youre an engineer Oh,Hope_speech
What dont like about this interview is that she doesnt own being heterosexual who supports the LGBTQ community She is straight children and all But maybe she believes love is love Either way lots of straight people liked her music as well wish all people the best All lives matter,Hope_speech
All life is gift from God,Hope_speech
If theyre alive someone should torture the people who done the therapy by forcing them to be Jewish and beat them with the Torah,Hope_speech
Just remember that at the end of the day no matter your sexuality,Hope_speech
Thank God am that couragious and determined civil engineer The strong hope faith and confidence that had kept my confidence grow more and more stronger despite the difficult challenges that faced in class,Hope_speech
Madonna is often criticized and looked down on because she is such strong advocate for undeserved and neglected populations Its not only due to her provocative nature was waiting for Madonna to say that she is sexually fluid andor bisexual when asked why she is such an advocate for the LGBT community Im not sure if she is or not but always thought she wasis,Hope_speech
Johnson HAHA good mangina comeback women got banned from getting education so were most men Whats your point And why do you talk about history We live at this moment Women are the majority of degree receipients in Associates,Hope_speech
Jessica Walker not agreeing still isnt the right context Not LIKING makes more sense When you say you dont agree with something its as if youre responding to someone who wants your permission or is asking for your permission to be themselves You not liking something because of the hate thats been imbedded inside you via book where man walks on water and snakes talk is YOUR personal issue,Hope_speech
God gave us choice,Hope_speech
Just knowing Madonna is out there still going strong puts smile on my face,Hope_speech
These kids are being raised by parents wish more kids were being raised by parents instead of breeders Im child free but Im fine with kids like these The kid sayingI choose to love was awesome,Hope_speech
Rebekah how tf is someone loving someone else sin,Hope_speech
Wow Im 13I want to become an engineerPeople have told me tht would never fit in cuase Im girlI even had teacher told me oncetht should go to fashion school and let the boys do tht hard workafter seeing this in 2018I want to become an engineer and inspired girls too just like you do,Hope_speech
ROD agree slavery was bad But should we use our modern day judgement to justify wether or not theyre bad They didnt think like us The things theyve done were bad Yes But without them you and wouldnt be here We modern days humans think certain things in the past were wrong They were normal back then Yes My main point is,Hope_speech
hmm never thought of it that way you could be right Ill have to so some research but my point still stands it never says in the bible to hate anyone for any thing,Hope_speech
All lives mater,Hope_speech
dont fit in But our little girls willnThis is so beautiful and honestly started getting emotional This is similar to what saynThere may not be hope for me,Hope_speech
graduated as an electronics engineer in the 1970s when it was only women,Hope_speech
All lives matter except the ones that want to divide us,Hope_speech
Sonic Neverslow Clearly you are not getting what Im saying She does not agree with their sexuality not EXISTENCE Sexuality and race are two completely different things support the LGBTQ community but still have sense and understanding that not everyone supports it But as long as they respect those people and are kind,Hope_speech
She could be queer and believe homosexuality is choice Those dont relate,Hope_speech
also agree All lives matter Yes,Hope_speech
Its funny mire peaceful protests happened more than the violent ones but they showed the violent ones more and bow people think thats the only way they did it and it wasntyes some people took advantage of it and looted others just wanted justice so they marched,Hope_speech
Im so happy my parents dont care if somebody is lgbtq Im bisexaul and still havent come out because,Hope_speech
All Humans matter Whats with labeling color Dogs matter Cats matter Bees matter Trees matter Americans matter,Hope_speech
What strong man to go through that abuse super happy that he stayed himself and that he can talk about iti am glad this generation we can understand that everyone is different,Hope_speech
All lives matter TonyTimpa,Hope_speech
my choice is to love,Hope_speech
am SO proud of this man He came out to his family,Hope_speech
wow its so amazing to knw about amazing its true nothings immposible for girls had givn me motivation for my engg entrance exam,Hope_speech
It is actually one of the main reasons lot of research has been done on the subject An absence of social influences to go into STEM fields is one of the biggest problems The reason why they drop out after they get to school is again due to the social influences this time negative from their peers Also,Hope_speech
am also bi and religious and believe that God loves everyone even us,Hope_speech
am inspired every time watch this Bookmark this,Hope_speech
love that lil man with grey thoughtful and so wise:orange heart:,Hope_speech
think this is my new favourite Madonna interview thank you for holding my hand through some of the worst of it Bless you,Hope_speech
lot of you are writing how that girl is going to suddenly realise like you did that she isnt straight etc etc because of the way shes dressed and stuff but regardless if thats true or not its rarely easy to come to terms with your sexuality especially if youve been raised to be against it People saying this about her is most likely going to make her feel uncomfortable and upset And while yes that isnt something someone should be feeling towards the LGBT community its likely the mental state shes is so like leave it lads,Hope_speech
Have you become that strong smart woman in suits designing beautiful constructions visiting the site and giving instructions to the workers yet,Hope_speech
Thats probably because theyre still in the closet due to their christian brainwashing from their church It happens lot in Christian communities Usually when they start to live outside that community then theh might just might come out grew up in Christian community so say this from seeing my LGBTQ friends come out not until their early 20s or even later love them all which is one of the many reasons why am not Christian anymore The churches thinking they have the right to judge Check yourselves Christians read Romans,Hope_speech
Hate isnt going to get you anywhere God gave us choice,Hope_speech
They are just saying what people want to hear for the vote but the true is that all lives matter and we are all equal RACISM COMES IN ALL COLORS BS and very tired of this,Hope_speech
dont know why cried after watching this Maybe because feel what she felt during the times she almost give up because of the peer pressure and perspective of other people But kept saying to myself that am worthy of being successful engineer Truly this makes me more appreciate what girls can do,Hope_speech
The message these kids are sending is amazing,Hope_speech
You cant gain respect without giving it first myself am Christian and just hate when other Christians disrespect what others chose to believe indo and feel like they are entitled to get that respect back,Hope_speech
Hey white guy here in if say Im an engineer people dont believe me either its not sexism its skepticism stop making everything about race and gender instead of logic,Hope_speech
This speech is so inspirational and it has given me the motivation to push myself Thank you Debbie,Hope_speech
Is Alive Funny because Im bi and came out to my church but they didnt mind and actually encouraged me to come every Sunday They even said not to feel discouraged by it Hm But believe what you want,Hope_speech
Can yall please stop putting labels on child Its her life,Hope_speech
When was little girl hated pink and hated dolls and loved the cars in the boys section envied boys section and always wondered why is there only dolls and babys in our section,Hope_speech
youre so amazing im an engineer too and im spending the same moments like you now because of our culture in Egypt and just have the same thoughts thanks lot for doing such great thing,Hope_speech
recently switched my major to computer science,Hope_speech
Racism is the biggest pandemic,Hope_speech
This is really my favourite singer Shes still very strong even with all the bad things she had to fight against,Hope_speech
Reynolds every single study states this is not therapy in any definition or standard and its always harmful,Hope_speech
AMEN thats the truth Jesus told us to love,Hope_speech
Racism is discriminating or treating somebody unfairly because of their skin color,Hope_speech
live in my moms basement was being very calm about what said sir and for you to be ignorant with your words is immature please if you want to have debate make sure theres no assumptions and your only stating Facts because you assumed that dont care about white speakers Im black and the black community have been oppressed for years and we have been able to have open arms to other cultures including whites and its not fair for you to assume what you assumed,Hope_speech
Do not give up hope not matter what,Hope_speech
You live in very strange and little educated world The differences exist and have to be respected both sides,Hope_speech
Im girl and Im planning to study environmental engineering when Ill be in university,Hope_speech
JESUS PURPOSE FOR COMING INTO THIS WORLD WAS FOR MANKIND THERE WERE DISPLEASING THINGS THAT WENT ON IN HIS JOURNEY HERE IN THIS WORLD THERE WRE KILLIMGS OF INNOCENT PEOPLE LIKE IT IS TODAY ETC JESUS MISSION WAS TO BRING MANKIND BACK TO OUR HEAVENLY FATHER BECAUSE OF IN JUST THINGS WERE HAPPENING TELL ME OUT THE SLAUGHTING IN THE DIFFERENT RACES,Hope_speech
Sunshine littlephilly disagreeing with someones existence and being against their ultimate happiness is never loving and kind,Hope_speech
conversion therapy is literally torturing someone into having ptsd,Hope_speech
Maybe saying feminist country would be bit of stretch not really but were definitly PC country,Hope_speech
Maddona saved my Soul in 1999,Hope_speech
dont agree with homosexuality is like saying to blind person dont agree with blindness,Hope_speech
Its racist to say only one race matters allraces matter all lifes matter,Hope_speech
