Text,Class
Those who forget history are doomed to repeat it without that Statue how can we remember,Non_hope_speech
This is such ridiculous debate How do our lives matter anyway,Non_hope_speech
Umm thats cuz adults are older and stay as they are when they were youngernnLike some 80 year olds or 90 year old people still believe that black people shouldnt have rights and thats what makes younger kids be racist,Non_hope_speech
McMacaveli Shakoor dont know any person that worships statue,Non_hope_speech
She loves gays Big source of revenue for her,Non_hope_speech
This is distraction to the covid 19,Non_hope_speech
Starts at,Non_hope_speech
lives matternIf you put color in front of lives you are racist,Non_hope_speech
We should topple Cromwells statue as well He oppressed and butchered thousands of Irish people,Non_hope_speech
Paysour Slavery has nothing to do with anything It ended 150 years ago But what you should remember is its the reason your here,Non_hope_speech
Ok first of all,Non_hope_speech
Francesca nShut the fuck up nAnd stop replying to every comment,Non_hope_speech
hate you,Non_hope_speech
maybe because they are facing worse than systemic racism Civil wars in africa Famine in yemen Slaughter of palestine by israel slums in india,Non_hope_speech
These people only care about their own agendas,Non_hope_speech
ur mom is cat white people are not the ones that are oppressed and getting killed by police for no reason you ever heard of daniel shaver You just sound like dumbass liberal running your mouth when you should put sock in it,Non_hope_speech
does not give those clowns the right to criminal acts,Non_hope_speech
McFondle False Madonna isnt superstar or any kind of star for that matter and above no one Madonna is human An elderly human at that,Non_hope_speech
Remember to vote Trump Not because hes good choice,Non_hope_speech
Whatever happened to Clarke,Non_hope_speech
ALL LIVES MATTER IF YOU ALL LIKE IT OR NOT nTHIS CLOWN Juan williams SHOULDNT HAVE CAREER IN THE NEWS INDUSTRY BECAUSE HE KNOWS NOTHING,Non_hope_speech
He is right,Non_hope_speech
She appertaining came out as bi while agonnnIf you listen to how she was talking it sounds like she was told to say that,Non_hope_speech
BLACK CAUCAS IS RACIST,Non_hope_speech
have looked at the stats and beyond,Non_hope_speech
2020 is definitely the worst year Ive witnessed all my life,Non_hope_speech
Whateva Im proud to hate them all,Non_hope_speech
oh sure he is The fact that they gave him the award before madonna,Non_hope_speech
What country is it,Non_hope_speech
Petra Pavicic Dont try to soften it down Lmao,Non_hope_speech
Greatest crackdown in world history,Non_hope_speech
Lay off with the face fillersyou look like monster,Non_hope_speech
yorocco1 spot on,Non_hope_speech
Im sorry have to go see Juans ugly face there and know what hes going to say so Im out,Non_hope_speech
Its because its universally understood that white lives already matter nCurrently the evidence shows that black lives are not as much of priority as white lives :person shrugging:nnSystematic racism,Non_hope_speech
Sunshine littlephilly would you be okay if told you dont accept nOr agree with heterosexuality God accepts and loves all his children,Non_hope_speech
remember that Greta thunberg and how all the demonstrations she caused changed nothing,Non_hope_speech
Anti white to some people means black people dont want to be slaves Racist miss the old days when people knew their place When black people resist racism they are antiWhite LOL,Non_hope_speech
came here because of the thumbnail The kid is so brave and its the proof that the protest is peaceful hope she can grow up safely,Non_hope_speech
World CK out Candace Owens Congressional Hearing in full its 24 mins,Non_hope_speech
Im in Narnia at the moment hope one day can make it out the closetWardrobe,Non_hope_speech
Come on people do not want to defend trump,Non_hope_speech
used to live in shared house with family who would take in foreign students One student was from Saudi Arabia and he was amazed that women were allowed to walk around with no hijab on female student asked him to go for drink and he actually went back to the family he was staying with and asked them Is this allowed in your country Is this OK because its not allowed in Saudi Arabia So you cant possibly equate Islam to feminism,Non_hope_speech
they did throw in their own river lol,Non_hope_speech
That would just be ehpure mean omg that little girl is so adorable,Non_hope_speech
except in this case the vast majority of people hate the people ripping the statue down,Non_hope_speech
the EU end the Fourth ReichnTeacher fired for twerking on her vacationnnhttp,Non_hope_speech
demon faucet theres only two genders someones ignorant,Non_hope_speech
Move get some new material,Non_hope_speech
WHY IS EVERYONE ACTING LIKE POLICE DONT MATTER THEY HELP US USE COMMON SENSE IT WAS JUST ONE OFFICER THAT KILLED GEORGE FLOYD ITS OVER NOW STOP THE PROTESTING BRING BACK THE GOOD POLICE WHO SAVE OUR LIVES,Non_hope_speech
Matthew agreed,Non_hope_speech
to be clear,Non_hope_speech
wait im sorry buuuut beating someone Bible is disrespecting the WORDnalso im sorry that ppl had to go through this the Holy Bible has never ever taught us to do such things,Non_hope_speech
catering to the 18 fnjoke ALL PEOPLE MATTER,Non_hope_speech
guess the key was not giving up after the 2nd big rejection Toy Fair Theres probably lesson in this go to the internet first much bigger and wider audience,Non_hope_speech
All lives matter And if that is racist,Non_hope_speech
Clinton will will because the system is rigged,Non_hope_speech
Im woman and Im horrible at memorizing stuff Chess and memory are not gender topics and if you want to insist they are at least cite study,Non_hope_speech
What about Hispanics Mexicans Indians latinas,Non_hope_speech
Shes so confident cant not love her,Non_hope_speech
FCK blm bunch of freaks,Non_hope_speech
Irish people were enslaved for hundreds of years but you dont see us looking to take lucky charms off cereal box,Non_hope_speech
When saw the video,Non_hope_speech
People like you are the problem,Non_hope_speech
Aria Maas how do you not know that white people are not your yardstick,Non_hope_speech
Showing interest in person is not microagression,Non_hope_speech
graduated in Electrical Engineering and have been working in this field for 20 years The things that they are saying they get asked,Non_hope_speech
thank for speaking the truth its soooooo truethey need to get off their knees and stop it,Non_hope_speech
The stupid person bring it on he wood rather protests and die with the virus when he gets sick hope he dose not expect the doctor and nurses to look after him prat,Non_hope_speech
Its meant to be Mathew 24 nation shall rise against nation,Non_hope_speech
BLM is as racist as the KKK Both are hate groups Both are minority group Both are violent End racism End hatred,Non_hope_speech
Kid101 What are talking about,Non_hope_speech
Garcia HY Pocnsy noun the parctice of claiming to have moral standards or beliefs to which ones own behavior does not conform pretense OG arrington back to the study with respect,Non_hope_speech
192 Please go somewhere else spreading your hate,Non_hope_speech
These Goons have been instigated by some entity for their own interest to disturb the peace in this country they should be grateful they are here in the UK,Non_hope_speech
niether do you you come out her,Non_hope_speech
There IS color and the darker people get treated differently,Non_hope_speech
halim comments,Non_hope_speech
youre on the money,Non_hope_speech
Wolfie nnNone of what wrote was what felt,Non_hope_speech
That boy in the gray shirt is literally smarter than the majority of adults,Non_hope_speech
That would just be,Non_hope_speech
After all its about muh feels How do these women even get out of bed in the morning Life is hard for the,Non_hope_speech
just like gaga what are the odds,Non_hope_speech
Its all about votes,Non_hope_speech
If you want to know more please visit trevorprojectorg this twisted attempt to justify torture can must end,Non_hope_speech
Why shes dressed like MICHAEL JACKSON,Non_hope_speech
If all lives dont matter untill BLM is true and know your note saying this then your life doesnt matter so why would you be wanting to fight for black lives if your life doesnt matter,Non_hope_speech
Madonna already has her place permanently She also has her place in the Guinness Book of World Records Shes living legend She doesnt have to try anything Nor is she trying to,Non_hope_speech
senator Sanders is not only ignorant,Non_hope_speech
Dimitri Petrenko Its not racist Not at all Its protest to the Black Lives Matter protest What mean by that is,Non_hope_speech
Must suck being white male atm,Non_hope_speech
BLM has always had the same agenda,Non_hope_speech
Sakrison Maybe someone should have asked the founding fathers All men created equal makes them look like hypocrites,Non_hope_speech
ah im in tears hes such strong person for always being unapologetically himself,Non_hope_speech
Bernie Sanders is an idiot If this guy will somehow ever get elected,Non_hope_speech
Its called soft bigotry Go on now,Non_hope_speech
If all of the horrible things happend when he was 14 and he came out of the closet when he was 13 that means he had terrible birthday,Non_hope_speech
The reason why you cant say all lives matter is because we are being forced to believe that ONLY black lives matter,Non_hope_speech
Black lives matter is cult,Non_hope_speech
Some One was thinking the same thing was like wth,Non_hope_speech
Her voice has changed,Non_hope_speech
Kinney Lol,Non_hope_speech
carrot is vegetable Does saying that make broccoli or celery less of vegetable No Saying carrot is vegetable is not changing anything with the fact that broccoli is vegetablennBlack lives matter Does saying that make white lives matter No If you think differently,Non_hope_speech
Law abiding citizens lives matter nThat covers all colors but law abiding lives only,Non_hope_speech
Juan cant win going against the great minds of elder and this sherriff They wont cave to the idiotic liberal ideology Juan isnt fighting for black ppl,Non_hope_speech
whats up with your english mate,Non_hope_speech
THIS IS ME,Non_hope_speech
cannot breathe they will be crying when they are icu with covid in weeks Disgusting twats,Non_hope_speech
they booed him when he said white lives matter thats racist,Non_hope_speech
sheriff David Clarke is the man,Non_hope_speech
What they are really saying is that they want we want equality,Non_hope_speech
living legend the great Madonna,Non_hope_speech
Jimmy Pop too bad your skied daddy doesnt exist,Non_hope_speech
Fuckin joke We been goin work risking our lives for this Get em all back work Fuckin piss takerswe should all go on strike as well Then they ll have problem and it wont be bit of public disorder itll be the end of it all After all we aint getting looked after by no one,Non_hope_speech
every race is racist,Non_hope_speech
dont understand this you have to respect their opinion Sure,Non_hope_speech
Ppl that dis liked this bruh George Floyd is sad be did that,Non_hope_speech
We Americans are those miderable,Non_hope_speech
you have really focused on the negatives here Yes under performers and climbers will do anything to manipulate the system to survive or get ahead nI have seen both males and females pull the harrassment,Non_hope_speech
Wow Hope black people dont get covid 19 cause hospitals are refusing to treat black people Hospitals are treating whites only Stay safe BLM dont catch coronavirus,Non_hope_speech
WHOA THIS INTERVIEW IS EPICMADONNA AND THE JOURNALIST ON POINT,Non_hope_speech
All lives matter Why does my life matter less because am white,Non_hope_speech
like it how you leftist liars expose yourself with such bs videos Great big story was always to me leftist channel,Non_hope_speech
Theo Colvin we have to STAN,Non_hope_speech
Ofc all lives matter But black lives matter phrase is just emphasising black because it needs to be given more attention,Non_hope_speech
Sunshine littlephilly Hello,Non_hope_speech
Kelechi okoroafor YES thank you,Non_hope_speech
Sorry did not know,Non_hope_speech
im in high school thats an engineering magnet school and in my engineering school their are girls out of 30 kids kind of upsets me and adding that of them have dropped the engineering program for the following year,Non_hope_speech
As queer man feel for those that have been forced into conversion therapy But lets just get it out of the way,Non_hope_speech
White lives matter but you better not say it,Non_hope_speech
Made the mistake of reading the comments Female engineers,Non_hope_speech
Dont worry She actually came out as bi few weeks later,Non_hope_speech
Maddie Grace it means that it wasnt evidence of racism,Non_hope_speech
Love Larry Elder both with and without his Afro,Non_hope_speech
That little boy gives me hope for the world,Non_hope_speech
These kids are more woke than our Vice President,Non_hope_speech
Sad that such division is now accepted All life is important anything less is true racism by definition,Non_hope_speech
Skate wow taking every joke in life seriously,Non_hope_speech
Korean Voice if you really think all lives matter then there should be no reason for you to have an issue with people saying Black Lives Matter,Non_hope_speech
Beaten with bible im deaddd,Non_hope_speech
listen to the song american life by madonna,Non_hope_speech
Alm has political undertones that counter blms motives love how everyone just takes the slogan all lives matter at face value and then completely switches up these standards by putting extra meaning on the slogan black lives matter If anything is racist,Non_hope_speech
is designer of product So,Non_hope_speech
kennedy mensah ALM is antiBLM because BLM is hate movement lead by self admitted marxist activists,Non_hope_speech
OwO Youre wrong That is not Thats Marxist movement theyre using the name so they dont get ridiculed Dont you get it theyre hiding under the protection of something else That way they can pull the race card as defense,Non_hope_speech
You have one right here,Non_hope_speech
Big Pete historical revisionism,Non_hope_speech
Why not give the bisexuals some options,Non_hope_speech
They got it wrong,Non_hope_speech
Nelson The majority of African Americans do not agree with BLM because first off,Non_hope_speech
The Palestinians are good example,Non_hope_speech
Pay attention and dont cast judgement and be racist,Non_hope_speech
Wait wait Its only for Earth And even then,Non_hope_speech
Is Hilary even Jewish,Non_hope_speech
even birds are seen as racist in Sweden come on,Non_hope_speech
Here before the comments go to shit,Non_hope_speech
The reason that anyone did it willingly is because they were coerced and brainwashed into believing that they were broken nnIf you read Boy Erased,Non_hope_speech
Thompson Theyre disagreeing with their lifestyle,Non_hope_speech
Gonzalez Maybe look up the word inclusivity and realize your own hypocrisy in other parts of your life That is the premisse of the discussion in this video Inclusivity as opposed to favoritism,Non_hope_speech
Invented it,Non_hope_speech
Strange that there is never any mention of the money paid to the leaders of the African tribes involved or the atrocities and genocide going on within these counties today,Non_hope_speech
Strikes me as weird that you take the view of one Republican and try to use it to represent the views of all Republicans,Non_hope_speech
AIM American Indian Movement,Non_hope_speech
Godlessness leads to lawlessness Gods Life Matters,Non_hope_speech
Just make everyone get tan or bleach until were all the same color,Non_hope_speech
Thats sad viewpoint Yes your life matters too,Non_hope_speech
The only thing hate is hate,Non_hope_speech
Paul lol heshe has yet to show us this false info,Non_hope_speech
Whatever one might say about Madonna these days,Non_hope_speech
Its the presidents fault minorities live in poverty Maybe if those living in poverty got job or an education,Non_hope_speech
guess they just didnt want big flipping statue to celebrate him and they didnt genuinely want to erase him from public memory Just thought,Non_hope_speech
Mandonna is my favorite artist,Non_hope_speech
Placeholder has the value of zero gather you knew that already Do you selfidentify with that in any way,Non_hope_speech
Hi Debbie Just wrote comment on your GoldieBlox told my daughter is an Engineer must tell you that toys brought her like automatic car,Non_hope_speech
Its really sad racist with what is going on Our cities have been destroyed All keep hearing is how much the small black businesses have suffered To me it says White ppl dont care if George Floyd would have been white,Non_hope_speech
Actually its you whos being rude,Non_hope_speech
Hum Im just not convinced that alm is an honest call for representing these issues It matters that alm originates from counterprotests that propose police brutality to not be an issue nI think it is just statement to dismiss blm If am wrong,Non_hope_speech
We can only talk to God,Non_hope_speech
Or people could just shut up so that no one wins,Non_hope_speech
So were done with the virus On to the next month shenanigans,Non_hope_speech
FAULSE idol worshippers That is man Jesus Christ saves,Non_hope_speech
have but one disagreement dear Sherrif,Non_hope_speech
My entire family is Christian and Im afraid to come out,Non_hope_speech
People forgot about this,Non_hope_speech
Just like Trumps bible PR stunt Thats politicians for you,Non_hope_speech
All lives matter Democrats do nothing for black lives matter Dont be fooled Americans,Non_hope_speech
Why dont we say all lives matter and them name them Lol Oo cant name anything bc dumb ppl would think was racist Do white lives matter think all lives matter no matter what color happen to be Wake up The false narrative is so bad now that ignorant ppl are pushing false statements left right,Non_hope_speech
the girl with short hair must have internalized homophobia,Non_hope_speech
Richard Littler how,Non_hope_speech
if she looks queer it does not mean she is actually,Non_hope_speech
She has the sexiest armpits ever Even hairy,Non_hope_speech
Check out video called Hate Crime HypocrisyLouder with Crowder It will give you all some much needed perspective,Non_hope_speech
The best cop ever,Non_hope_speech
ideology of victimhood list of grievances that do not existnwhen you talk less and pay more attention,Non_hope_speech
This is what am thinking We as society sweep so much under the carpet that it is actually sickening,Non_hope_speech
feel like people dislike these videos without even watching them,Non_hope_speech
The whole thing is jokelol all black lives matterand the democrats are laughing at the suckers following them down the path to socialismcrush black lives matter ALL LIVES MATTER Its political move by the democratic socialist partyMAGA The media is telling and showing you what the dems want them toexcept Fox Newsgood job,Non_hope_speech
Ive met good cops and bad And trust me they dont care what color you are The bad ones are about pain,Non_hope_speech
Id like to believe hes on 8chan bringing us the freshest and dankest of Trump memes to the forefront of America,Non_hope_speech
Love ya Sheriff Clarke,Non_hope_speech
Im Living Like Jim Morrison its the truth it looked awful when she performed on New Years eve,Non_hope_speech
Pretty sure theyre misattributing good chunk of perceived offences to sexism People can dislike each other over so many things,Non_hope_speech
Statistics are statistics An engineer DEFINITELY knows that One should be empowered by the fact that they are going against the norm Not dethroned But thats just my thoughts on the matternHowever wouldnt say this is rampant sexism Although Im just glad no one used fucking buzzwords like misogyny or bigots and other feminist bullshit They exclusively talked about their experiences rather than pushing some feminist agendannThis wouldnt have been disliked so much if it wasnt for the fact that the title and face of the video initial reaction,Non_hope_speech
Covid 19 over on to next thing whats next lol 2020 is mental,Non_hope_speech
worry me,Non_hope_speech
fan 167 black people above all in the world,Non_hope_speech
That cops deserve penalty death but trump is like we will shoot you,Non_hope_speech
The council should have went also,Non_hope_speech
Excuse me BeatenWith BIBLE Are these people calling themselves Christians Because thats the most unJesus like thing Ive ever heard,Non_hope_speech
people need to educate themselves and be bias about the situation before say All Lives Matter cause no one said white or any race matters,Non_hope_speech
DefEnd the Police,Non_hope_speech
This girl is so pure,Non_hope_speech
Now if you say any other races lifes matter youre racist have lot of white privilege,Non_hope_speech
you need to come out of the leftwing enslavement camp youre stuck in Theyll tell you to act like victim to keep you more marginalized,Non_hope_speech
Madonna sounds touched,Non_hope_speech
Yeah and so is the discrimination against orcs in Italy Both are racist,Non_hope_speech
Kai Lucas Zachary how does one look lgbt,Non_hope_speech
its no exaggeration feel the same to this day,Non_hope_speech
The kid that said if they see their kid being beaten by book they will beat the beater with the book Is my spirit animal,Non_hope_speech
They multiplied Remember HIM said theat he will be replaced be the oncoming generation nSo Mussolini and Hilter and Il Re et Emperatore they are still around aswell nMay Halie Selassie bless you Much love and greetings in the name of HIM from Germany Deutschland,Non_hope_speech
Not all those people are nice though,Non_hope_speech
Marshall it literally in the name and the movement,Non_hope_speech
The Sheriff is good person He hits the nail on the head,Non_hope_speech
so whos gonna tell annie,Non_hope_speech
WAS JUST ABOUT TO COMMENT THAT,Non_hope_speech
UnSalted Kiddo The PTSD will remind us,Non_hope_speech
some give motivational speeches from inside their mansions,Non_hope_speech
Lmao all the Straights:trade mark: are having bit of freak out over this,Non_hope_speech
Her way of saying she outlived Prince and Michael Jackson,Non_hope_speech
They said that about 2016,Non_hope_speech
Are we going to destroy George Washington statue too since he was slave owner,Non_hope_speech
It is now evidently clear that diversity is destroying western nations,Non_hope_speech
2020 is so boring tbh,Non_hope_speech
The police brutality myth is total lie Statistics prove caucasians are MORE likely to die in the extremely rare brutality incidents The media is LYING and attempting to make whites and Trump look bad to ensure they win the presidency to keep the corrupt real plantation owners in power You are being played,Non_hope_speech
Ditto my man,Non_hope_speech
chick who doesnt like homosexuals needs to figure her life out were the same as you,Non_hope_speech
Isnt conversation therapy illegal,Non_hope_speech
Johnny not it not about the white,Non_hope_speech
How is stealing somebody elses work stupid reason,Non_hope_speech
Black lives matter is racist and it self evidently shows,Non_hope_speech
Luis statistics wise yes more White people are killed by Cops then black people But Also Statistics Wise more Unarmed Black people are killed by Cops theres Difference Also Anyone Who has Counter Protest like All Lives Matter are Racist or Bigot because they dont care how many Unarmed unjustly Black people are being killed so once White privilege is Taken away ND White Supremacy we will have peace,Non_hope_speech
RIGHT Shes cat away from building herself tiny off grid home with lady roommate and adopting some kids from latin america,Non_hope_speech
would you prefer communism,Non_hope_speech
Im sorry love black but all lives matter to me,Non_hope_speech
OMG sounds like bunch of unattractive women whining,Non_hope_speech
Butt of the Day Ranking,Non_hope_speech
ExtraBitch Im so glad we as Muslims dont do that,Non_hope_speech
Man the video that video was awesome thank you God bless America,Non_hope_speech
Nice gave birth to big poo today aswell,Non_hope_speech
Nersai Jeden How about the suffering of Asian people during WW2 How about the suffering of the Palestinian Do you know who sold the slavery to the white people,Non_hope_speech
What question did they idk if theyre boy or girl think the guy was asking them about it being choice atfirst,Non_hope_speech
Coconut and BLM is acting CONTRARY to what MLK taughtnIts an evil political movement that Hurts the black community and everyone else,Non_hope_speech
This shows how racist BLM is,Non_hope_speech
great speech here in Spain so curious,Non_hope_speech
Some of his questions were such waste what terrible interviewer SHAME hope he reassess his career,Non_hope_speech
Theres no need to say all lives matter because white lives have always mattered in America Black lives havent Until white supremacy dies it makes no sense to say all lives matter because it changes nothing 1st realize white supremacy is problem,Non_hope_speech
Blm protestors know so little about what they are protesting its hilarious,Non_hope_speech
Its not choice,Non_hope_speech
Razvan Lupu he isnt saint,Non_hope_speech
TBH someone like her didnt come to my mind is not because shes woman,Non_hope_speech
The kid that is religious and is still an ally is rare one:pleading face:,Non_hope_speech
Whoa thats impressive writing boomer backwards Can you do some more lol,Non_hope_speech
Why is it controversial to say all lives matter nnBecause the left says so :person shrugging:,Non_hope_speech
Right in the feels,Non_hope_speech
Wouldnt that be nice,Non_hope_speech
Rebekah Why would you want to support God that wants homosexuals to burn in hell for eternity If were you,Non_hope_speech
Election time againdivide the people,Non_hope_speech
really want people to stop using religion as an excuse for ignorance,Non_hope_speech
white lives dont matter we are all racist right,Non_hope_speech
LeCoy has she ever stated that she is neutral,Non_hope_speech
Such fake,Non_hope_speech
It is too bad we dont learn more from past mistakes made in historyn500550 BC Cyrus the Great conquered the known world His only directive to conquered nations was to free all slaves No monetary compensation was given to the slave owners for their lossesnHe then told conquered nations that they could choose to stay part of his empire or rule themselves Under the condition that they kept up with his no slavery directive Otherwise he would conquer them again in order to free thier slavesn2,Non_hope_speech
Istandbul is not Muslim country,Non_hope_speech
Thats what the far left do,Non_hope_speech
Comiskey dont feel like we need reparations We lost war Part of my tribes treaty is that there will be peace as long as we dont have standing military force It happened in the past and feel like it turned out better than ot could have since most losing nations are the ones that have to pay reparations after wars Now if the US broke up and there was war again or with another tribe then would think the winners would get the spoils,Non_hope_speech
Who will be purged,Non_hope_speech
Why are there lot of confederate flags at every single trump rally Why do confederacy supporters support trump The parties switched DumpTrump2020,Non_hope_speech
Its very telling to me anyone that says black lives matter only thinks of the black community as worthy of being human That is pure evil think to say,Non_hope_speech
Theo Colvin im spitting my drink,Non_hope_speech
haha cant breathe,Non_hope_speech
She looks awful,Non_hope_speech
You are such racisst,Non_hope_speech
Who decides the letters LGBTQIXYZLMNOP And all homosexuals just have to follow along the party line and just agree with this stuff,Non_hope_speech
just do not understand why people dont realize that shes top witch Satanist and all of her videos and everything and so much of what she does totally is obvious and prove that and shes just part of the new world order to brainwash people for the agenda for the transgender agenda for all that stuff cuz she actually is transgender and people need to do their research cuz her recent show she just did was completely Satanist New World Order shows the end time stuff and people really need to watch who they worship and look up to because people worship this woman and shes Satan worshipper,Non_hope_speech
saw this video,Non_hope_speech
If people dont agree that all lives matter then we have no chance of ever uniting and Juan Williams attitude is perfect example,Non_hope_speech
god bless trump in 2020,Non_hope_speech
The word racist is so overused its lost its meaning its actually funny when someone calls another racist for just walking down the street if the word racist didnt exist you all yes said YOU ALL would HAVE NOTHING and al Sharpton would be broke,Non_hope_speech
every generation is ungrateful not just this one,Non_hope_speech
Yes hes running the country but you have mayors running their cities along with governors running their states my guy Dont be an idiot,Non_hope_speech
They need to be all publically hung,Non_hope_speech
Galloway truth And we really dont even hear what they are learning in schools,Non_hope_speech
George floyd was criminal thoit sad that he died and the police officer is paying for it But why all the violence for criminal that has spent 10 yrs in jail almost,Non_hope_speech
Change equals ChallengenThis woman has delivered thousands of quick and witty lines over the past four decadesnBut,Non_hope_speech
Again you people know what theyre saying white lives have always mattered it doesnt need to be said and they consider it insulting or ignoring the meaning of blm Im not blm but these people know there just doing conservative spin your protesting their protest saying all lives matter,Non_hope_speech
Just little bit,Non_hope_speech
wonder when this will change to,Non_hope_speech
Atlas his trying to say that if we dont have statues to idolize slave owners we are doomed to becomes slave owners,Non_hope_speech
wont make this toxic,Non_hope_speech
Po what you just wrote and said in black and white is called contradictionary hypocrite:rolling on the floor laughing::rolling on the floor laughing:,Non_hope_speech
Yeah Black live mattersupport you all from malaysia,Non_hope_speech
Im laughing too at your precious White Racist symbols being torn down and defaced,Non_hope_speech
the question is so easy to answer the problem is the politics they take it to another lvl to take the vote of black people,Non_hope_speech
BS How is it narcissistic Or racially exclusive,Non_hope_speech
Interesting How the Jewish Nation had slaves in the Old Testament Exodus 21,Non_hope_speech
ItsKimch Thats not the same thing as what hes talking about Forced fasting is when he was withheld food not by his own choosing or belief in its purpose,Non_hope_speech
Willow Rainy its not antiwhite Its also not shaming people because there ethnicity its saying that they were less then because of the color of their skin,Non_hope_speech
mean if you come out publicly that you are AGAINST africanAMERICANS being denied the same RIGHTS and DUE PROCESS than other Americans,Non_hope_speech
Blm indignant at all lives matter when they are killing,Non_hope_speech
Innocent water riding or some,Non_hope_speech
The left has become too extreme,Non_hope_speech
bluefavoritesnThe term matter,Non_hope_speech
we are mad lol why do you think it says all,Non_hope_speech
Lol except they have it way better here Blacks are propped up on pedestal in America They are given everything for free They have nothing to complain about They are just racist hypocrites,Non_hope_speech
Randall Sims Who are the way that youre speaking about,Non_hope_speech
So many people will be cast into the lake of fire,Non_hope_speech
Pandaliano the media says no,Non_hope_speech
Peter Tosh Equal Rights 19810613 Amsterdam,Non_hope_speech
HiRAEth Because your satans son,Non_hope_speech
Im making some gayce friends this is nice,Non_hope_speech
black lives matter is just phrase at the end,Non_hope_speech
The first step is make it illegal in freedom states or states that have enough freedom,Non_hope_speech
nYoure more logical than some others,Non_hope_speech
Those who dont learn from History are doomed to repeat it,Non_hope_speech
am have big respect for sherif David Clarke You are wonderful man God bless you,Non_hope_speech
He actually supported and endowed schools,Non_hope_speech
Guess which statue they wont pull down Karl Marx,Non_hope_speech
That Sheriff for President Try to negotiate with that refreshing,Non_hope_speech
BJGvideos right like shes probably the oldest in the video and everyone else except her were so acceptingwhen someones ignorant theyre ignorant and thats that,Non_hope_speech
Judging others Who do you think you are,Non_hope_speech
Sheriff Clark seems to know the real problems on this matter and the things needed to fix it everyone else just talks politics,Non_hope_speech
Ok but why is it protest against black lives matter,Non_hope_speech
Im stealing that plot,Non_hope_speech
love her she is the ideal mother figure,Non_hope_speech
They have done everything so they will eventually run out out kids meat thats what mean,Non_hope_speech
BLM used to have clear,Non_hope_speech
Racism will never end while there are still ignorant stupid people and to be honest in uk its causing divide the fact protesters are damaging statues of wartime leaders,Non_hope_speech
also big words dont make sounds smart m8,Non_hope_speech
Im pretty sure she is,Non_hope_speech
Well done Brilliant this,Non_hope_speech
Disgusting lefty tosser hooligans How many people did their hero Lenin murder,Non_hope_speech
What exactly is the point of this videoIf the people are indeed racistsexist that these women talk of what is this video going to do that would change it,Non_hope_speech
OMG her face is not moving,Non_hope_speech
Well riot 1992 in gta was based on same riot from 1992 in LA so it did happened before with Rodney King but know its global,Non_hope_speech
cant believe you tube hasnt taken this down,Non_hope_speech
now what the hell does that suppose to mean If you like someone because he is decent human being,Non_hope_speech
Well the thing is marijuana and alcohol beer are actually the same thing just in different substance Did you know its actually really hard to die from marijuana compared to alcohol If you want to learn more heres linknLink,Non_hope_speech
Donald Trumps father is affiliated with KKK,Non_hope_speech
It is not controversial to say All Lives MatternIts fact,Non_hope_speech
Rodney king wasnt killed by Police,Non_hope_speech
And thats what destroys and causes fights amongst us Lack of respect to simply let the other side share their POV,Non_hope_speech
Go covid19 Nice going protesters poor millennials are like lemmings,Non_hope_speech
He built Bristol And Africans also sold their own people as slaves Do your research before typing,Non_hope_speech
Its racist to say all lives matter:rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing:,Non_hope_speech
